=== Sun Jul 27 11:23:20 PM EDT 2025 ===
Linux 6.8.0-63-generic (dewey-ubuntu) 	07/27/2025 	_x86_64_	(20 CPU)

11:23:20 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:25:33 PM    6    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
11:25:33 PM    7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:33 PM    8   99.01    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:33 PM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:25:33 PM   10    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
11:25:33 PM   11  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:33 PM   12    4.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
11:25:33 PM   13    8.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
11:25:33 PM   14  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:33 PM   15  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:25:33 PM   16   46.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   52.00
11:25:33 PM   17   28.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   68.00
11:25:33 PM   18   28.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   72.00
11:25:33 PM   19  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   50.75    0.00    0.85    0.05    0.00    0.05    0.00    0.00    0.00   48.30
Average:       0   79.80    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   20.20
Average:       1   21.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   77.00
Average:       2  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:       5  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       6    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
Average:       7  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       8   99.01    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
Average:      10    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
Average:      11  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      12    4.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
Average:      13    8.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
Average:      14  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      15  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:      16   46.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   52.00
Average:      17   28.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   68.00
Average:      18   28.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   72.00
Average:      19  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
