date,nitrate
2020-12-02,1.44
2020-12-05,1.5
2020-12-11,1.52
2020-12-14,2.22
2020-12-17,2.08
2020-12-23,3.44
2020-12-26,0.05
2020-12-29,2.53
2021-01-01,2.33
2021-01-04,2.47
2021-01-07,3.59
2021-01-10,2.83
2021-01-13,2.97
2021-01-14,0.22
2021-01-17,1.39
2021-01-20,0.27
2021-01-23,0.08
2021-01-26,0.84
2021-01-29,1.89
2021-02-01,2.1
2021-02-04,2.2
2021-02-07,1.88
2021-02-10,2.24
2021-02-13,2.22
2021-02-16,2.19
2021-02-19,2.08
2021-02-22,0.21
2021-02-25,2.43
2021-02-28,2.77
2021-03-03,3.02
2021-03-06,2.93
2021-03-09,2.88
2021-03-12,2.81
2021-03-15,2.88
2021-03-18,3.03
2021-03-21,4.28
2021-03-25,2.98
2021-03-28,0.47
2021-03-31,3.12
2021-04-03,3.62
2021-04-06,4.92
2021-04-09,4.42
2021-04-12,5.46
2021-04-15,6.25
2021-04-18,6.61
2021-04-21,6.25
2021-04-24,5.53
2021-04-27,5.24
2021-04-29,3.59
2021-05-01,7.95
2021-05-03,6.02
2021-05-05,4.46
2021-05-07,3.65
2021-05-09,3.6
2021-05-11,3.36
2021-05-13,2.55
2021-05-15,3.78
2021-05-17,8.19
2021-05-19,4.25
2021-05-21,3.2
2021-05-23,1.81
2021-05-25,2.46
2021-05-27,2.32
2021-05-29,2.88
2021-05-31,2.64
2021-06-02,3.58
2021-06-04,3.76
2021-06-06,4.54
2021-06-08,4.39
2021-06-10,4.33
2021-06-12,4.68
2021-06-16,0.84
2021-06-18,1.41
2021-06-20,0.63
2021-06-22,1.07
2021-06-24,1.48
2021-06-26,1.15
2021-06-28,1.21
2021-06-30,0.92
2021-07-02,1.62
2021-07-04,0.89
2021-07-06,1.84
2021-07-08,0.95
2021-07-10,1.15
2021-07-12,0.96
2021-07-14,2.12
2021-07-16,1.03
2021-07-18,0.6
2021-07-20,0.17
2021-07-22,1.69
2021-07-24,3.52
2021-07-26,2.4
2021-07-28,2.88
2021-08-04,1.82
2021-08-06,0.28
2021-08-08,0.25
2021-08-10,0.26
2021-08-12,0.26
2021-08-14,0.32
2021-08-16,0.51
2021-08-18,1.0
2021-08-20,2.84
2021-08-22,2.29
2021-08-25,0.47
2021-08-27,0.14
2021-08-29,0.07
2021-08-31,0.2
2021-09-02,0.15
2021-09-04,0.52
2021-09-06,0.12
2021-09-08,0.55
2021-09-10,0.66
2021-09-12,0.44
2021-09-14,0.34
2021-09-16,0.46
2021-09-18,0.91
2021-09-20,1.05
2021-09-22,0.34
2021-09-24,0.71
2021-09-26,1.88
2021-09-28,0.08
2021-09-30,0.37
2021-10-02,0.51
2021-10-04,0.73
2021-10-06,0.44
2021-10-08,0.7
2021-10-10,1.51
2021-10-11,1.82
2021-10-28,0.4
2021-10-31,0.36
2021-11-03,0.14
2021-11-06,0.46
2021-11-09,0.21
2021-11-12,0.34
2021-11-15,0.49
2021-11-18,0.78
2021-11-21,0.4
2021-11-24,0.43
2021-11-27,0.49
2021-11-30,1.38
2021-12-03,0.96
2021-12-06,1.29
2021-12-09,2.4
2021-12-12,2.37
2021-12-15,3.01
2021-12-18,3.44
2021-12-21,3.94
2021-12-24,3.71
2021-12-27,4.47
2021-12-30,4.57
2022-01-02,4.31
2022-01-05,4.0
2022-01-14,4.4714
