date,sulfate
2019-11-23,577.292
2019-11-29,457.5252
2019-12-02,477.3547
2019-12-05,556.0763
2019-12-08,557.2379
2019-12-11,570.4992
2019-12-14,590.9128
2019-12-17,598.937
2019-12-20,554.6639
2019-12-23,593.6899
2019-12-29,577.5254
2020-01-01,595.9126
2020-01-07,581.1251
2020-03-30,636.938
2020-04-07,640.6429
2020-04-17,595.1212
2020-04-21,616.6649
2020-04-30,403.9741
2020-05-02,339.4813
2020-05-04,299.0561
2020-05-06,294.0241
2020-05-12,266.1796
2020-05-14,259.1146
2020-05-16,263.4617
2020-05-18,238.0423
2020-05-20,224.1519
2020-05-22,236.9492
2020-05-24,239.5003
2020-05-26,245.3686
2020-05-28,238.4858
2020-05-30,210.0581
2020-06-01,212.4969
2020-06-03,214.3062
2020-06-05,218.5152
2020-06-07,214.9787
2020-06-09,243.7324
2020-06-11,262.7878
2020-06-13,256.5148
2020-06-15,278.7275
2020-06-16,259.506
2020-06-18,268.0067
2020-06-20,285.752
2020-06-22,286.1936
2020-06-24,285.1116
2020-06-26,292.4125
2020-06-28,294.4315
2020-06-30,308.1251
2020-07-02,319.6004
2020-07-04,314.9523
2020-07-06,315.8482
2020-07-08,317.9789
2020-07-10,333.6148
2020-07-12,341.7332
2020-07-14,337.5512
2020-07-16,341.4245
2020-07-18,350.8367
2020-07-20,361.4354
2020-07-22,369.7099
2020-07-24,383.9916
2020-07-26,386.1185
2020-07-28,385.1285
2020-07-30,396.8796
2020-08-02,401.9498
2020-08-05,433.37
2020-08-07,439.55
2020-08-09,444.61
2020-08-11,451.34
2020-08-13,467.81
2020-08-15,462.14
2020-08-17,466.11
2020-08-19,474.7
2020-08-21,479.81
2020-08-23,483.53
2020-08-25,484.64
2020-08-27,449.622
2020-08-29,449.3209
2020-08-31,454.4112
2020-09-02,457.1468
2020-09-04,461.1245
2020-09-06,466.2405
2020-09-08,469.2935
2020-09-10,455.1912
2020-09-12,470.078
2020-09-14,488.8652
2020-09-16,492.7042
2020-09-17,514.34
2020-09-19,508.89
2020-09-21,510.05
2020-09-23,510.58
2020-09-25,508.64
2020-09-27,510.24
2020-09-29,515.91
2020-10-01,516.07
2020-10-03,517.79
2020-10-05,523.12
2020-10-07,531.11
2020-10-09,534.39
2020-10-11,538.15
2020-10-13,498.36
2020-10-15,501.62
2020-10-17,507.96
2020-10-19,524.12
2020-10-21,516.65
2020-10-23,532.35
2020-10-25,550.09
2020-10-27,561.73
2020-11-05,451.7
2020-11-08,456.17
2020-11-11,425.65
2020-11-14,467.28
2020-11-17,432.02
2020-11-20,420.27
2020-11-23,421.78
2020-11-26,440.27
2020-11-29,463.67
2020-12-02,470.83
2020-12-05,482.64
2020-12-11,464.21
2020-12-14,442.4
2020-12-17,470.26
2020-12-23,459.15
2020-12-26,466.93
2020-12-29,448.94
2021-01-01,475.94
2021-01-04,483.48
2021-01-07,493.17
2021-01-10,517.65
2021-01-13,502.37
2021-01-14,574.07
2021-01-17,567.23
2021-01-20,572.9
2021-01-23,567.22
2021-01-26,570.86
2021-01-29,572.95
2021-02-01,577.01
2021-02-04,574.62
2021-02-07,580.33
2021-02-10,578.74
2021-02-13,577.18
2021-02-16,586.3
2021-02-19,598.71
2021-02-22,596.14
2021-02-25,594.86
2021-02-28,606.1
2021-03-03,615.66
2021-03-06,609.13
2021-03-09,611.63
2021-03-12,606.92
2021-03-15,615.48
2021-03-18,616.82
2021-03-21,628.91
2021-03-25,677.47
2021-03-28,685.5
2021-03-31,699.81
2021-04-03,683.1
2021-04-06,694.18
2021-04-09,683.81
2021-04-12,694.51
2021-04-15,674.27
2021-04-18,680.69
2021-04-21,669.16
2021-04-24,659.17
2021-04-27,615.99
2021-04-29,572.52
2021-05-01,477.41
2021-05-03,411.25
2021-05-05,433.34
2021-05-07,407.48
2021-05-09,382.82
2021-05-11,398.95
2021-05-13,409.82
2021-05-15,384.43
2021-05-17,354.72
2021-05-19,366.54
2021-05-21,318.63
2021-05-23,317.91
2021-05-25,303.11
2021-05-27,307.68
2021-05-29,278.23
2021-05-31,293.63
2021-06-02,284.14
2021-06-04,268.7
2021-06-06,259.63
2021-06-08,270.95
2021-06-10,281.86
2021-06-12,289.17
2021-06-16,301.17
2021-06-18,307.79
2021-06-20,319.09
2021-06-22,326.75
2021-06-24,333.95
2021-06-26,341.83
2021-06-28,353.43
2021-06-30,362.45
2021-07-02,364.41
2021-07-04,370.39
2021-07-06,346.05
2021-07-08,380.8
2021-07-10,394.51
2021-07-12,403.63
2021-07-14,403.6
2021-07-16,364.18
2021-07-18,374.49
2021-07-20,387.01
2021-07-22,355.74
2021-07-24,345.46
2021-07-26,362.86
2021-07-28,378.93
2021-08-04,364.42
2021-08-06,386.91
2021-08-08,399.27
2021-08-10,410.08
2021-08-12,423.28
2021-08-14,423.69
2021-08-16,433.5
2021-08-18,438.15
2021-08-20,427.05
2021-08-22,445.61
2021-08-25,453.46
2021-08-27,457.02
2021-08-29,464.72
2021-08-31,472.93
2021-09-02,462.94
2021-09-04,480.29
2021-09-06,484.24
2021-09-08,489.19
2021-09-10,492.53
2021-09-12,495.53
2021-09-14,496.13
2021-09-16,499.67
2021-09-18,506.06
2021-09-20,492.65
2021-09-22,526.96
2021-09-24,533.51
2021-09-26,539.52
2021-09-28,538.43
2021-09-30,532.48
2021-10-02,540.66
2021-10-04,548.98
2021-10-06,555.02
2021-10-08,552.5
2021-10-10,540.39
2021-10-11,518.62
2021-10-28,541.46
2021-10-31,536.54
2021-11-03,541.6
2021-11-06,562.36
2021-11-09,569.05
2021-11-12,559.18
2021-11-15,570.57
2021-11-18,585.0
2021-11-21,567.91
2021-11-24,593.7
2021-11-27,611.65
2021-11-30,588.48
2021-12-03,579.88
2021-12-06,609.5
2021-12-09,604.76
2021-12-12,597.61
2021-12-15,597.82
2021-12-18,589.87
2021-12-21,597.35
2021-12-24,589.13
2021-12-27,604.69
2021-12-30,597.77
2022-01-02,611.56
2022-01-05,594.04
2022-01-14,579.4671
