date,nitrate
2020-06-12,0.0649
2020-06-13,0.0578
2020-06-14,0.2462
2020-06-18,0.6159
2020-06-20,0.2091
2020-06-22,0.2923
2020-06-24,0.9603
2020-06-26,0.7459
2020-06-28,0.414
2020-06-30,0.1633
2020-07-02,0.1936
2020-07-04,1.1209
2020-07-06,0.3908
2020-07-08,0.9595
2020-07-10,0.1472
2020-07-12,0.1828
2020-07-14,0.1087
2020-07-16,0.3196
2020-07-18,0.0618
2020-07-20,0.1374
2020-07-22,0.195
2020-07-24,0.1548
2020-07-26,0.2119
2020-07-28,0.2258
2020-07-30,0.3688
2020-08-01,0.09
2020-08-03,0.13
2020-08-05,0.14
2020-08-07,0.04
2020-08-09,0.08
2020-08-11,0.1
2020-08-13,0.7
2020-08-15,0.12
2020-08-17,0.14
2020-08-19,0.06
2020-08-21,0.09
2020-08-23,0.2
2020-08-25,0.1
2020-08-27,0.0842
2020-08-29,0.056
2020-08-31,0.1528
2020-09-02,0.2503
2020-09-04,0.1553
2020-09-06,0.1972
2020-09-08,0.4128
2020-09-10,0.0859
2020-09-12,0.1167
2020-09-14,0.2044
2020-09-16,0.1425
2020-09-18,0.2287
2020-09-20,0.1223
2020-09-22,0.19
2020-09-24,0.13
2020-09-26,0.04
2020-09-28,0.02
2020-09-30,0.04
2020-10-01,0.02
2020-10-03,0.08
2020-10-05,0.06
2020-10-07,0.05
2020-10-09,0.08
2020-10-11,0.07
2020-10-13,0.11
2020-10-15,0.29
2020-10-17,0.15
2020-10-19,0.23
2020-10-21,0.18
2020-10-23,0.22
2020-10-29,0.64
2020-10-31,0.18
2020-11-02,0.11
2020-11-03,0.59
2020-11-07,0.04
2020-11-11,1.3
2020-11-17,1.28
2020-11-25,1.43
2020-12-03,2.02
2020-12-09,2.3
2020-12-16,2.15
2020-12-26,2.54
2020-12-31,2.48
2021-01-07,2.37
2021-01-14,1.93
2021-01-21,2.21
2021-01-28,2.39
2021-02-07,2.21
2021-02-11,1.55
2021-02-19,1.7255
2021-02-27,2.8683
2021-03-05,2.95
2021-03-12,2.49
2021-03-19,2.45
2021-03-21,3.81
2021-03-22,2.53
2021-03-26,2.61
2021-03-29,2.84
2021-04-03,7.73
2021-04-05,14.64
2021-04-07,14.08
2021-04-09,13.7
2021-04-12,11.97
2021-04-14,10.84
2021-04-16,8.14
2021-04-19,5.83
2021-04-28,7.38
2021-04-30,5.51
2021-05-02,6.34
2021-05-04,5.23
2021-05-06,3.03
2021-05-08,3.74
2021-05-10,2.7
2021-05-12,0.5
2021-05-14,1.95
2021-05-16,1.27
2021-05-18,0.98
2021-05-20,1.27
2021-05-22,1.54
2021-05-24,1.16
2021-05-26,0.53
2021-05-28,0.04
2021-05-30,0.17
2021-05-31,3.49
2021-06-01,0.26
2021-06-03,0.06
2021-06-05,0.23
2021-06-07,1.03
2021-06-09,0.07
2021-06-11,0.09
2021-06-13,0.05
2021-06-15,0.28
2021-06-17,0.14
2021-06-19,0.03
2021-06-21,0.38
2021-06-23,0.29
2021-06-25,0.31
2021-06-27,0.29
2021-06-29,0.32
2021-07-01,0.32
2021-07-03,0.34
2021-07-05,0.39
2021-07-07,0.31
2021-07-09,0.48
2021-07-11,0.47
2021-07-13,0.32
2021-07-15,0.06
2021-07-17,0.19
2021-07-19,0.11
2021-07-21,0.03
2021-07-23,0.04
2021-07-27,0.05
2021-07-29,0.24
2021-07-31,0.04
2021-08-02,0.06
2021-08-04,0.23
2021-08-06,0.16
2021-08-08,0.15
2021-08-10,0.08
2021-08-12,0.04
2021-08-14,0.06
2021-08-16,0.04
2021-08-18,0.12
2021-08-20,0.56
2021-08-22,0.05
2021-08-24,0.16
2021-08-26,0.26
2021-08-28,0.18
2021-08-30,0.33
2021-09-01,0.15
2021-09-03,0.3
2021-09-05,0.09
2021-09-07,0.12
2021-09-09,0.14
2021-09-11,0.08
2021-09-13,0.15
2021-09-15,0.08
2021-09-17,0.17
2021-09-19,0.06
2021-09-21,0.07
2021-09-23,0.15
2021-09-25,0.18
2021-09-27,0.04
2021-09-29,0.05
2021-10-01,0.04
2021-10-03,0.05
2021-10-05,0.07
2021-10-07,0.13
2021-10-09,0.05
2021-10-11,0.14
2021-10-13,0.37
2021-10-20,0.58
2021-10-22,0.87
2021-10-27,0.27
2021-11-03,131.96
2021-11-10,1.43
2021-11-17,1.67
2021-11-24,1.21
2021-12-01,1.7
2021-12-08,1.51
2021-12-16,1.73
2021-12-24,2.0
2022-01-04,1.771
2022-01-11,2.0766
2022-01-20,2.77
2022-01-27,2.69
2022-02-03,3.99
2022-02-10,2.42
2022-02-17,6.02
2022-02-25,2.17
2022-03-03,2.41
2022-03-09,2.58
