date,phosphate
2020-05-22,0.0
2020-05-23,0.0
2020-05-24,0.0
2020-05-25,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-05-30,0.0
2020-05-31,0.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-06,0.0
2020-06-07,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-13,0.0
2020-06-14,0.0
2020-06-18,0.1617
2020-06-20,0.1059
2020-06-22,0.1237
2020-06-24,0.1169
2020-06-26,0.1307
2020-06-28,0.2001
2020-06-30,0.1906
2020-07-02,0.1344
2020-07-04,0.0974
2020-07-06,0.1365
2020-07-08,0.0
2020-07-10,0.3747
2020-07-12,0.2225
2020-07-14,0.1999
2020-07-16,0.3228
2020-07-18,0.2446
2020-07-20,0.2625
2020-07-22,0.2285
2020-07-24,0.2804
2020-07-26,0.2913
2020-07-28,0.213
2020-07-30,0.0
2020-08-01,0.35
2020-08-03,0.31
2020-08-05,0.16
2020-08-07,0.1
2020-08-09,0.23
2020-08-11,0.38
2020-08-13,0.44
2020-08-15,0.0
2020-08-17,0.43
2020-08-19,0.43
2020-08-21,0.31
2020-08-23,0.25
2020-08-25,0.34
2020-08-27,0.0
2020-08-29,0.0
2020-08-31,0.0
2020-09-02,0.0
2020-09-04,0.1466
2020-09-06,0.1148
2020-09-08,0.0649
2020-09-10,0.0628
2020-09-12,0.0617
2020-09-14,0.1092
2020-09-16,0.124
2020-09-18,0.0501
2020-09-20,0.0767
2020-09-22,0.0
2020-09-24,0.15
2020-09-26,0.0
2020-09-28,0.0
2020-09-30,0.0
2020-10-01,0.0
2020-10-03,0.14
2020-10-05,0.0
2020-10-07,0.08
2020-10-09,0.1
2020-10-11,0.0
2020-10-13,0.0
2020-10-15,0.11
2020-10-17,0.0
2020-10-19,0.15
2020-10-21,0.19
2020-10-23,0.0
2020-10-29,0.51
2020-10-31,0.0
2020-11-02,0.0
2020-11-03,0.0
2020-11-07,0.09
2020-11-11,0.0
2020-11-17,0.0
2020-11-25,0.0
2020-12-03,0.0
2020-12-09,0.0
2020-12-16,0.0
2020-12-26,0.0
2020-12-31,0.0
2021-01-07,0.0
2021-01-14,0.53
2021-01-21,0.0
2021-01-28,0.0
2021-02-07,0.0
2021-02-11,0.0
2021-02-19,0.0
2021-02-27,0.0
2021-03-05,0.0
2021-03-12,0.0
2021-03-19,0.0
2021-03-21,0.0
2021-03-22,0.0
2021-03-26,0.0
2021-03-29,0.0
2021-04-03,0.0
2021-04-05,0.0
2021-04-07,0.0
2021-04-09,0.0
2021-04-12,0.0
2021-04-14,0.0
2021-04-16,0.0
2021-04-19,0.0
2021-04-28,0.0
2021-04-30,0.0
2021-05-02,0.0
2021-05-04,0.0
2021-05-06,0.0
2021-05-08,0.36
2021-05-10,0.04
2021-05-12,0.0
2021-05-14,0.9
2021-05-16,0.38
2021-05-18,0.88
2021-05-20,0.1
2021-05-22,1.17
2021-05-24,0.0
2021-05-26,0.22
2021-05-28,0.0
2021-05-30,0.68
2021-05-31,0.0
2021-06-01,0.07
2021-06-03,0.11
2021-06-05,0.0
2021-06-07,0.94
2021-06-09,1.5
2021-06-11,1.77
2021-06-13,1.91
2021-06-15,2.43
2021-06-17,1.87
2021-06-19,0.0
2021-06-21,1.96
2021-06-23,2.43
2021-06-25,0.7
2021-06-27,1.73
2021-06-29,1.97
2021-07-01,1.55
2021-07-03,2.27
2021-07-05,2.44
2021-07-07,2.09
2021-07-09,5.07
2021-07-11,3.88
2021-07-13,2.74
2021-07-15,0.29
2021-07-17,0.41
2021-07-19,0.35
2021-07-21,0.33
2021-07-23,0.35
2021-07-27,0.35
2021-07-29,0.36
2021-07-31,0.31
2021-08-02,0.19
2021-08-04,0.21
2021-08-06,0.88
2021-08-08,0.97
2021-08-10,0.93
2021-08-12,0.72
2021-08-14,1.15
2021-08-16,0.98
2021-08-18,0.0
2021-08-20,0.0
2021-08-22,1.26
2021-08-24,1.41
2021-08-26,1.27
2021-08-28,1.34
2021-08-30,0.0
2021-09-01,1.12
2021-09-03,0.78
2021-09-05,1.42
2021-09-07,1.29
2021-09-09,1.23
2021-09-11,1.13
2021-09-13,1.15
2021-09-15,1.09
2021-09-17,1.18
2021-09-19,1.19
2021-09-21,1.09
2021-09-23,1.08
2021-09-25,0.9
2021-09-27,1.09
2021-09-29,0.48
2021-10-01,0.87
2021-10-03,0.59
2021-10-05,0.77
2021-10-07,0.73
2021-10-09,0.84
2021-10-11,0.0
2021-10-13,0.0
2021-10-20,0.0
2021-10-22,0.0
2021-10-27,0.0
2021-11-03,0.0
2021-11-10,0.0
2021-11-17,2.96
2021-11-24,0.0
2021-12-01,0.0
2021-12-08,0.0
2021-12-16,0.0
2021-12-24,0.0
2022-01-04,0.0
2022-01-11,0.0
2022-01-20,0.0
2022-01-27,0.31
2022-02-03,0.22
2022-02-10,0.0
2022-02-17,7.61
2022-02-25,0.07
2022-03-03,0.0
2022-03-09,0.0
