date,sulfate
2020-06-01,53.8183
2020-06-02,55.4342
2020-06-03,55.6336
2020-06-04,56.8688
2020-06-05,59.3811
2020-06-06,57.7961
2020-06-07,63.426
2020-06-08,68.6947
2020-06-09,75.1808
2020-06-10,76.5991
2020-06-11,78.7272
2020-06-12,81.2095
2020-06-13,83.2308
2020-06-14,84.0357
2020-06-18,95.4701
2020-06-20,102.7099
2020-06-22,110.0231
2020-06-24,118.7723
2020-06-26,127.0218
2020-06-28,133.9445
2020-06-30,142.3893
2020-07-02,148.1041
2020-07-04,153.1968
2020-07-06,157.3486
2020-07-08,161.26
2020-07-10,162.4642
2020-07-12,168.1329
2020-07-14,169.2883
2020-07-16,171.7511
2020-07-18,174.9293
2020-07-20,178.1872
2020-07-22,181.1353
2020-07-24,178.3482
2020-07-26,180.1439
2020-07-28,189.6715
2020-07-30,186.8298
2020-08-01,185.63
2020-08-03,188.14
2020-08-05,187.22
2020-08-07,189.09
2020-08-09,187.93
2020-08-11,191.99
2020-08-13,204.87
2020-08-15,194.19
2020-08-17,194.57
2020-08-19,192.52
2020-08-21,192.19
2020-08-23,190.85
2020-08-25,188.1
2020-08-27,174.6832
2020-08-29,168.4744
2020-08-31,176.1627
2020-09-02,179.849
2020-09-04,177.8507
2020-09-06,178.5976
2020-09-08,177.263
2020-09-10,180.1137
2020-09-12,182.1989
2020-09-14,191.6694
2020-09-16,187.4859
2020-09-18,185.2196
2020-09-20,183.3294
2020-09-22,180.5
2020-09-24,176.31
2020-09-26,175.43
2020-09-28,175.09
2020-09-30,174.25
2020-10-01,174.6
2020-10-03,174.56
2020-10-05,173.57
2020-10-07,172.56
2020-10-09,172.56
2020-10-11,173.26
2020-10-13,174.86
2020-10-15,176.66
2020-10-17,193.25
2020-10-19,179.1
2020-10-21,179.49
2020-10-23,183.09
2020-10-29,199.32
2020-10-31,191.95
2020-11-02,199.1
2020-11-03,199.95
2020-11-07,190.91
2020-11-11,211.34
2020-11-17,213.6
2020-11-25,227.9
2020-12-03,223.38
2020-12-09,224.78
2020-12-16,220.64
2020-12-26,221.42
2020-12-31,220.82
2021-01-07,199.61
2021-01-14,180.3
2021-01-21,213.21
2021-01-28,220.72
2021-02-07,232.51
2021-02-11,224.99
2021-02-19,215.9625
2021-02-27,215.6505
2021-03-05,237.02
2021-03-12,247.9
2021-03-19,231.11
2021-03-21,265.31
2021-03-22,234.69
2021-03-26,237.82
2021-03-29,227.04
2021-04-03,277.37
2021-04-05,261.06
2021-04-07,216.31
2021-04-09,249.29
2021-04-12,249.36
2021-04-14,243.21
2021-04-16,249.37
2021-04-19,245.78
2021-04-28,222.56
2021-04-30,200.43
2021-05-02,172.16
2021-05-04,176.62
2021-05-06,107.39
2021-05-08,174.2
2021-05-10,164.92
2021-05-12,191.2
2021-05-14,165.61
2021-05-16,135.28
2021-05-18,130.46
2021-05-20,109.58
2021-05-22,102.38
2021-05-24,83.86
2021-05-26,90.28
2021-05-28,81.62
2021-05-30,77.67
2021-05-31,272.41
2021-06-01,80.39
2021-06-03,75.3
2021-06-05,68.76
2021-06-07,70.53
2021-06-09,79.39
2021-06-11,88.44
2021-06-13,97.46
2021-06-15,106.93
2021-06-17,116.7
2021-06-19,123.07
2021-06-21,153.35
2021-06-23,156.99
2021-06-25,166.65
2021-06-27,165.12
2021-06-29,186.3
2021-07-01,172.21
2021-07-03,177.88
2021-07-05,182.57
2021-07-07,183.89
2021-07-09,192.8
2021-07-11,194.26
2021-07-13,202.49
2021-07-15,174.73
2021-07-17,180.84
2021-07-19,176.25
2021-07-21,177.15
2021-07-23,183.93
2021-07-27,185.01
2021-07-29,190.74
2021-07-31,221.14
2021-08-02,232.38
2021-08-04,208.07
2021-08-06,194.99
2021-08-08,190.89
2021-08-10,188.03
2021-08-12,187.0
2021-08-14,186.25
2021-08-16,179.23
2021-08-18,200.5
2021-08-20,174.71
2021-08-22,181.11
2021-08-24,184.63
2021-08-26,184.46
2021-08-28,184.67
2021-08-30,188.16
2021-09-01,180.75
2021-09-03,177.75
2021-09-05,182.55
2021-09-07,183.01
2021-09-09,185.22
2021-09-11,185.09
2021-09-13,181.52
2021-09-15,181.07
2021-09-17,182.44
2021-09-19,184.63
2021-09-21,183.57
2021-09-23,190.89
2021-09-25,190.02
2021-09-27,190.89
2021-09-29,194.6
2021-10-01,198.94
2021-10-03,200.64
2021-10-05,198.36
2021-10-07,199.68
2021-10-09,194.13
2021-10-11,203.67
2021-10-13,209.34
2021-10-20,197.01
2021-10-22,224.44
2021-10-27,192.89
2021-11-03,187.72
2021-11-10,181.1
2021-11-17,200.43
2021-11-24,197.25
2021-12-01,203.66
2021-12-08,206.06
2021-12-16,198.64
2021-12-24,202.06
2022-01-04,187.1829
2022-01-11,195.4943
2022-01-20,268.53
2022-01-27,220.69
2022-02-03,247.75
2022-02-10,232.9
2022-02-17,19.38
2022-02-25,209.85
2022-03-03,203.38
2022-03-09,197.66
