date,chloride
3/16/19,34.8148
3/19/19,34.794
3/22/19,68.07
3/25/19,43.6856
3/28/19,
3/31/19,39.3912
4/3/19,38.5976
4/6/19,37.7137
4/9/19,41.1616
4/12/19,46.0192
4/15/19,36.9363
4/18/19,40.8339
4/21/19,47.8621
4/24/19,35.8299
4/25/19,34.3945
4/27/19,35.0087
4/29/19,36.3637
5/1/19,37.2251
5/3/19,39.6686
5/5/19,38.5868
5/7/19,38.4546
5/9/19,39.4047
5/11/19,38.4294
5/13/19,36.5524
5/15/19,33.8699
5/17/19,26.9268
5/19/19,32.9151
5/21/19,28.3443
5/23/19,30.7251
5/25/19,32.7118
5/27/19,33.4336
5/29/19,33.8159
6/2/19,24.0337
6/4/19,27.0602
6/6/19,14.6669
6/8/19,12.3613
6/10/19,13.5102
6/11/19,12.5357
6/12/19,10.1686
6/13/19,11.852
6/14/19,11.7964
6/15/19,9.4346
6/16/19,10.5813
6/17/19,9.0332
6/18/19,18.0283
6/19/19,15.3787
6/20/19,10.528
6/21/19,11.5663
6/22/19,10.4105
6/23/19,13.586
6/24/19,14.879
6/25/19,13.2811
6/26/19,10.5046
6/27/19,13.915
6/28/19,22.5531
6/29/19,7.6552
6/30/19,9.784
7/1/19,6.5327
7/3/19,10.3481
7/4/19,6.875
7/7/19,7.6764
7/9/19,10.5905
7/11/19,10.0417
7/13/19,11.8142
7/15/19,7.2307
7/17/19,8.3166
7/19/19,7.234
7/21/19,7.6358
7/23/19,14.797
7/25/19,13.2253
7/27/19,6.7011
7/29/19,11.9325
7/31/19,11.2062
8/2/19,9.6561
8/4/19,6.6727
8/6/19,9.6266
8/8/19,8.3521
8/10/19,5.2054
8/12/19,6.4157
8/14/19,5.9954
8/18/19,5.6113
8/20/19,6.9855
8/22/19,11.0378
8/24/19,7.3194
8/26/19,5.2072
8/28/19,5.6657
8/30/19,5.5345
9/1/19,5.0885
9/3/19,5.5163
9/5/19,5.716
9/7/19,5.6146
9/9/19,6.0047
9/11/19,10.3157
9/13/19,7.1662
9/15/19,6.8527
9/17/19,6.7564
9/19/19,6.0977
9/21/19,7.9636
9/23/19,7.5708
9/25/19,8.4997
9/27/19,9.7353
9/29/19,7.3962
10/3/19,8.3523
10/5/19,25.0956
10/7/19,7.8033
10/9/19,9.1695
10/11/19,19.3385
10/13/19,8.0514
10/15/19,9.0484
10/17/19,8.2538
10/19/19,13.8894
10/23/19,14.746
10/25/19,11.1151
10/27/19,12.8278
10/30/19,8.1075
11/5/19,9.2515
11/7/19,9.3665
11/8/19,9.855
11/11/19,10.3102
11/14/19,9.0885
11/20/19,16.2771
11/23/19,9.9689
11/29/19,8.8099
12/2/19,6.9487
12/5/19,7.599
12/8/19,8.6121
12/11/19,8.0007
12/14/19,7.9192
12/17/19,9.3852
12/20/19,7.4805
12/23/19,8.9675
12/29/19,10.9041
1/1/20,11.0326
1/7/20,12.0543
3/30/20,19.323
4/7/20,22.0996
4/17/20,20.7281
4/21/20,26.3238
4/30/20,34.5787
5/2/20,31.2474
5/4/20,
5/6/20,30.1525
5/12/20,25.2161
5/14/20,26.4062
5/16/20,21.9627
5/18/20,17.8373
5/20/20,16.2181
5/22/20,19.0366
5/24/20,14.1847
5/26/20,12.787
5/28/20,27.5908
5/30/20,9.2473
6/1/20,9.5124
6/3/20,12.7016
6/5/20,9.0152
6/7/20,10.1069
6/9/20,11.0371
6/11/20,9.724
6/13/20,8.4683
6/15/20,7.7139
6/16/20,7.847
6/18/20,6.4071
6/20/20,6.386
6/22/20,9.0635
6/24/20,5.9826
6/26/20,5.8703
6/28/20,5.7327
6/30/20,6.6041
7/2/20,4.9772
7/4/20,12.41
7/6/20,6.0574
7/8/20,12.0971
7/10/20,8.4445
7/12/20,11.1599
7/14/20,5.951
7/16/20,8.5177
7/18/20,14.7277
7/20/20,6.5463
7/22/20,7.9532
7/24/20,7.6075
7/26/20,9.149
7/28/20,8.704
7/30/20,6.9419
8/2/20,5.8364
8/5/20,15.06
8/7/20,33.15
8/9/20,6.56
8/11/20,10.05
8/13/20,27.96
8/15/20,14.19
8/17/20,8.7
8/19/20,6.85
8/21/20,13.26
8/23/20,10.06
8/25/20,26.23
8/27/20,12.6684
8/29/20,9.273
8/31/20,9.7426
9/2/20,7.637
9/4/20,8.4751
9/6/20,9.9317
9/8/20,8.1296
9/10/20,12.4216
9/12/20,10.5846
9/14/20,21.9844
9/16/20,13.6807
9/17/20,13.42
9/19/20,38.72
9/21/20,11.24
9/23/20,15.63
9/25/20,9.85
9/27/20,15.03
9/29/20,10.35
10/1/20,12.12
10/3/20,19.25
10/5/20,11.9
10/7/20,15.59
10/9/20,12.1
10/11/20,11.95
10/13/20,47.91
10/15/20,10.47
10/17/20,9.24
10/19/20,11.46
10/21/20,9.59
10/23/20,9.86
10/25/20,10.35
10/27/20,12.56
11/5/20,12.44
11/8/20,9.49
11/11/20,10.66
11/14/20,12.86
11/17/20,8.26
11/20/20,10.37
11/23/20,14.07
11/26/20,8.64
11/29/20,8.73
12/2/20,8.6
12/5/20,8.59
12/11/20,10.62
12/14/20,12.13
12/17/20,9.22
12/23/20,22.61
12/26/20,14.54
12/29/20,14.59
1/1/21,10.12
1/4/21,9.95
1/7/21,15.69
1/10/21,10.51
1/13/21,13.88
1/14/21,12.73
1/17/21,12.64
1/20/21,11.69
1/23/21,10.11
1/26/21,10.03
1/29/21,10.15
2/1/21,9.9
2/4/21,10.33
2/7/21,9.78
2/10/21,9.44
2/13/21,10.12
2/16/21,10.23
2/19/21,10.11
2/22/21,10.14
2/25/21,13.51
2/28/21,11.04
3/3/21,10.16
3/6/21,9.76
3/9/21,10.22
3/12/21,11.62
3/15/21,10.64
3/18/21,10.79
3/21/21,29.8
3/25/21,12.83
3/28/21,14.36
3/31/21,18.71
4/3/21,24.27
4/6/21,25.09
4/9/21,31.32
4/12/21,35.17
4/15/21,52.4
4/18/21,49.86
4/21/21,56.92
4/24/21,52.02
4/27/21,66.97
4/29/21,58.81
5/1/21,64.42
5/3/21,45.61
5/5/21,48.27
5/7/21,39.23
5/9/21,34.81
5/11/21,38.06
5/13/21,41.49
5/15/21,42.76
5/17/21,56.87
5/19/21,37.77
5/21/21,24.4
5/23/21,22.49
5/25/21,23.93
5/27/21,20.6
5/29/21,15.99
5/31/21,14.25
6/2/21,14.99
6/4/21,15.93
6/6/21,11.19
6/8/21,10.06
6/10/21,14.95
6/12/21,11.21
6/16/21,18.09
6/18/21,10.7
6/20/21,8.26
6/22/21,6.99
6/24/21,10.45
6/26/21,9.51
6/28/21,8.36
6/30/21,8.83
7/2/21,8.92
7/4/21,7.25
7/6/21,8.31
7/8/21,8.48
7/10/21,8.38
7/12/21,7.99
7/14/21,10.56
7/16/21,8.58
7/18/21,8.17
7/20/21,7.16
7/22/21,6.79
7/24/21,7.26
7/26/21,8.75
7/28/21,10.39
8/4/21,10.99
8/6/21,10.31
8/8/21,8.31
8/10/21,8.63
8/12/21,8.72
8/14/21,8.06
8/16/21,8.6
8/18/21,10.39
8/20/21,11.84
8/22/21,11.2
8/25/21,9.43
8/27/21,20.67
8/29/21,9.24
8/31/21,8.75
9/2/21,29.85
9/4/21,12.1
9/6/21,10.55
9/8/21,10.52
9/10/21,9.79
9/12/21,10.03
9/14/21,10.37
9/16/21,9.16
9/18/21,9.91
9/20/21,36.16
9/22/21,21.2
9/24/21,20.87
9/26/21,15.01
9/28/21,14.87
9/30/21,20.32
10/2/21,23.48
10/4/21,15.12
10/6/21,15.28
10/8/21,15.43
10/10/21,25.38
10/11/21,18.62
10/28/21,21.99
10/31/21,20.32
11/3/21,20.28
11/6/21,15.74
11/9/21,15.91
11/12/21,13.88
11/15/21,17.28
11/18/21,16.34
11/21/21,13.14
11/24/21,13.96
11/27/21,14.41
11/30/21,15.46
12/3/21,21.49
12/6/21,14.72
12/9/21,15.2
12/12/21,14.81
12/15/21,15.22
12/18/21,12.95
12/21/21,12.38
12/24/21,13.4
12/27/21,14.8
12/30/21,11.65
1/2/22,13.22
1/5/22,11.46
1/14/22,16.3619
