Location ID,Depth name,Well,Date,Time,pH,EC_uS/cm,DO_uM,ORP_mV,DOC_mM,DIC_mM,NH4_mM,Cl_mM,SO4_mM,NO3_mM,Mn_M,sd_M,Ca_M,sd_M,Fe_M,sd_M,Sr_M,sd_M,P_M,sd_M
ER-MZB3,Deep,MZT2-3-D,5/15/19,,,,,,0.152,2.007,0.0033,0.0065,0.073,0,1.50E-08,1.07E-09,9.36E-04,4.95E-06,2.50E-07,1.42E-08,1.58E-06,1.82E-08,5.75E-06,2.16E-07
ER-MZB3,Deep,MZT2-3-D,6/5/19,12:20,7.92,631,1.8,,0.11,3.132,0.0016,0.0285,0.317,0,1.06E-08,8.05E-10,1.43E-03,2.31E-05,4.44E-07,2.62E-08,2.95E-06,8.37E-08,9.78E-06,1.92E-06
ER-MZB3,Deep,MZT2-3-D,6/11/19,11:55,7.75,338,,,0.104,3.137,0.0018,0.0179,0.22,0,1.17E-08,6.15E-10,1.56E-03,1.28E-05,4.46E-07,1.27E-08,2.07E-06,2.04E-08,1.08E-05,1.26E-06
ER-MZB3,Deep,MZT2-3-D,6/18/19,9:50,7.57,294,2.5,,0.1,2.537,0.0012,0.0101,0.174,0,9.34E-09,7.12E-10,1.26E-03,9.05E-06,0,0,1.90E-06,2.26E-08,9.72E-06,1.03E-06
ER-MZB3,Deep,MZT2-3-D,6/25/19,10:45,7.48,306,2.1,,0.097,2.752,0.0017,0.0149,0.161,0,2.30E-08,1.05E-09,1.36E-03,1.99E-05,0,0,1.78E-06,2.37E-08,6.11E-06,5.40E-07
ER-MZB3,Deep,MZT2-3-D,7/3/19,12:20,7.56,319,1.5,,0.095,2.901,0.0019,0.0104,0.162,0,2.24E-08,8.90E-10,1.43E-03,1.65E-05,0,0,1.85E-06,2.45E-08,6.05E-06,5.93E-07
ER-MZB3,Deep,MZT2-3-D,7/10/19,9:55,7.56,311,1.5,,0.081,2.737,0.0018,0.0084,0.16,0,2.04E-08,4.55E-10,1.35E-03,1.21E-05,0,0,1.74E-06,2.97E-08,5.67E-06,5.81E-07
ER-MZB3,Deep,MZT2-3-D,7/17/19,10:25,7.67,296,0.554,,0.081,2.608,0.0019,0.0063,0.1664,0,3.97E-08,7.71E-10,1.19E-03,1.88E-05,1.37E-07,2.94E-09,1.76E-06,1.74E-08,8.49E-06,1.18E-06
ER-MZB3,Deep,MZT2-3-D,7/25/19,13:30,7.57,297,0.535,,0.048,2.483,0.0018,0.0048,0.1865,0,9.72E-08,1.24E-09,1.23E-03,1.07E-05,2.22E-07,1.17E-08,1.84E-06,3.14E-08,9.74E-06,1.26E-06
ER-MZB3,Deep,MZT2-3-D,8/5/19,12:30,7.8,310,0.1,,0.12,2.46,0.0018,0.0037,0.2071,0,1.44E-07,2.49E-09,1.28E-03,9.02E-06,4.13E-07,4.23E-09,1.89E-06,1.51E-08,1.04E-05,1.32E-06
ER-MZB3,Deep,MZT2-3-D,8/28/19,13:00,7.37,341,0.117,,0.048,2.663,0.0008,0.0072,0.296,0,7.76E-08,1.74E-09,1.41E-03,1.55E-05,3.75E-07,8.91E-09,1.98E-06,6.31E-09,1.47E-05,2.07E-06
ER-MZB3,Deep,MZT2-3-D,9/18/19,10:40,7.63,385,0.12,,0.116,2.953,0.0016,0.0067,0.3414,0,7.21E-08,2.13E-09,1.65E-03,1.42E-05,2.75E-07,7.98E-09,2.25E-06,1.46E-08,1.61E-05,2.04E-06
ER-MZB3,Deep,MZT2-3-D,10/1/19,12:20,7.4,361,,,0.032,3.163,0,0.0047,0.3554,0,,,,,,,,,,
ER-MZB3,Mid,MZT2-3-M,5/15/19,,,,,,0.365,1.605,0.005,0.006,0.03,0,7.37E-08,2.07E-09,9.41E-04,1.03E-05,4.53E-07,1.57E-08,2.46E-06,8.65E-09,4.70E-06,1.71E-07
ER-MZB3,Mid,MZT2-3-M,6/5/19,12:20,7.64,592,0.111,,0.115,3.38,0.0007,0.0248,0.242,0,3.04E-07,6.38E-09,1.48E-03,2.36E-05,3.93E-07,2.37E-08,2.95E-06,5.58E-08,8.03E-06,1.65E-06
ER-MZB3,Mid,MZT2-3-M,6/11/19,11:50,7.61,353,1.3,,0.133,3.645,0.0011,0.0182,0.192,0,3.02E-07,5.24E-09,1.79E-03,1.19E-05,5.43E-07,1.51E-08,2.20E-06,2.25E-08,9.89E-06,1.02E-06
ER-MZB3,Mid,MZT2-3-M,6/18/19,9:50,7.49,348,0.354,,0.129,3.325,0.0012,0.0139,0.149,0,2.60E-07,3.43E-09,1.59E-03,2.06E-05,7.71E-07,1.15E-08,2.16E-06,1.82E-08,9.16E-06,9.47E-07
ER-MZB3,Mid,MZT2-3-M,6/25/19,10:45,7.34,407,0.129,,0.153,4.141,0.0019,0.0204,0.125,0.0007,2.92E-07,6.06E-09,1.89E-03,2.73E-05,2.96E-07,8.69E-09,2.59E-06,3.00E-08,6.39E-06,4.77E-07
ER-MZB3,Mid,MZT2-3-M,7/3/19,12:20,7.42,418,0.215,,0.15,4.292,0.0017,0.0146,0.118,0,8.95E-07,2.11E-08,1.93E-03,2.49E-05,3.86E-07,1.22E-08,3.21E-06,3.37E-08,6.00E-06,4.27E-07
ER-MZB3,Mid,MZT2-3-M,7/10/19,9:55,7.23,447,0.346,,0.145,4.905,0.0018,0.0142,0.103,0,5.42E-07,1.30E-08,2.15E-03,1.84E-05,8.21E-07,5.13E-08,2.87E-06,2.01E-08,6.39E-06,2.71E-07
ER-MZB3,Mid,MZT2-3-M,7/17/19,10:25,7.33,410,0.172,,0.119,3.944,0.0018,0.01,0.124,0,4.20E-07,6.25E-09,1.76E-03,1.95E-05,1.51E-06,7.68E-09,2.49E-06,1.47E-08,7.30E-06,6.85E-07
ER-MZB3,Mid,MZT2-3-M,7/25/19,13:30,7.31,364,0.248,,0.094,3.395,0.0019,0.0052,0.1368,0,3.54E-07,6.34E-09,1.63E-03,1.84E-05,1.53E-06,1.57E-08,2.29E-06,2.66E-08,8.06E-06,7.73E-07
ER-MZB3,Mid,MZT2-3-M,8/5/19,12:30,7.4,407,0.199,,0.155,3.467,0.0019,0.0063,0.1325,0,4.06E-07,1.12E-08,1.77E-03,2.32E-05,2.31E-06,3.57E-08,2.49E-06,3.13E-08,8.48E-06,9.46E-07
ER-MZB3,Shallow,MZT2-3-S,5/15/19,,,,,,0.185,2.784,0.0012,0.0078,0.027,0,3.51E-08,8.34E-10,1.47E-03,1.28E-05,1.85E-07,7.02E-09,9.14E-06,1.31E-07,3.98E-06,1.19E-07
ER-MZB3,Shallow,MZT2-3-S,6/5/19,12:20,7.67,675,0.165,,0.169,4.126,0.0009,0.0192,0.193,0,1.14E-06,1.93E-08,1.83E-03,1.85E-05,7.24E-07,2.12E-08,9.77E-06,1.12E-07,7.90E-06,1.36E-06
ER-MZB3,Shallow,MZT2-3-S,6/11/19,11:35,7.58,377,1.3,,0.164,4.002,0.0011,0.018,0.195,0,1.91E-06,2.82E-08,2.03E-03,2.00E-05,7.86E-07,1.83E-08,6.43E-06,4.98E-08,1.02E-05,1.07E-06
ER-MZB3,Shallow,MZT2-3-S,6/18/19,9:50,7.47,385,0.642,,0.155,3.693,0.0013,0.0159,0.171,0,2.11E-06,3.31E-08,1.83E-03,3.37E-05,1.06E-06,9.47E-09,5.55E-06,1.28E-08,8.73E-06,9.28E-07
ER-MZB3,Shallow,MZT2-3-S,6/25/19,10:45,7.3,449,0.272,,0.185,4.65,0.0018,0.0189,0.138,0,3.59E-06,9.42E-08,2.24E-03,5.20E-06,2.17E-06,2.54E-08,8.14E-06,9.93E-08,5.54E-06,6.45E-07
ER-MZB3,Shallow,MZT2-3-S,7/3/19,12:20,7.32,421,0.896,,0.216,4.658,0.002,0.0133,0.127,0,3.87E-06,7.98E-08,1.79E-03,1.92E-05,2.62E-06,7.76E-09,6.66E-06,8.71E-08,4.17E-06,3.02E-07
ER-MZB3,Shallow,MZT2-3-S,7/10/19,9:55,7.15,492,0.205,,0.217,5.306,0.0022,0.0164,0.11,0,3.82E-06,6.26E-08,2.30E-03,1.66E-05,3.19E-06,5.50E-08,7.33E-06,1.32E-07,7.53E-06,2.63E-07
ER-MZB3,Shallow,MZT2-3-S,7/17/19,10:25,7.26,457,0.292,,0.167,4.569,0.0035,0.0126,0.1158,0,3.83E-06,5.55E-08,2.06E-03,3.49E-05,4.52E-06,3.80E-08,5.93E-06,3.98E-08,7.80E-06,6.04E-07
ER-MZB3,Shallow,MZT2-3-S,7/25/19,13:30,7.12,446,0.381,,0.155,4.197,0.0021,0.0084,0.105,0,3.57E-06,5.78E-08,2.11E-03,1.67E-05,2.90E-06,2.85E-08,5.31E-06,5.39E-08,7.77E-06,4.74E-07
ER-MZB3,Xdeep,MZT2-3-XD,5/15/19,,,,,,0.079,1.187,0.0016,0.0109,0.249,0,1.13E-07,1.27E-09,1.25E-03,1.12E-05,4.75E-07,1.10E-08,2.30E-06,2.40E-08,1.70E-05,2.62E-06
ER-MZB3,Xdeep,MZT2-3-XD,6/5/19,12:20,8.21,553,1.5,,0.067,2.701,0.0008,0.021,0.328,0,3.84E-08,1.79E-09,1.19E-03,7.71E-06,2.20E-07,5.09E-08,2.40E-06,3.08E-08,1.03E-05,1.92E-06
ER-MZB3,Xdeep,MZT2-3-XD,6/25/19,10:45,7.79,321,2.9,,0.095,2.571,0.002,0.0106,0.239,0.0007,5.84E-08,1.38E-09,1.29E-03,1.24E-05,0,0,1.63E-06,1.30E-08,7.21E-06,8.08E-07
ER-MZB3,Xdeep,MZT2-3-XD,7/10/19,9:55,7.99,323,1.5,,0.06,2.657,0.0019,0.0071,0.274,0,8.69E-09,6.82E-10,1.31E-03,8.96E-06,0,0,1.65E-06,1.93E-08,8.03E-06,8.99E-07
ER-MZB3,Xdeep,MZT2-3-XD,7/17/19,10:25,7.91,328,0.833,,0.033,2.774,0.0016,0.0076,0.2813,0.0018,5.58E-08,1.06E-09,1.25E-03,1.41E-05,2.00E-07,3.39E-09,1.74E-06,6.58E-09,1.30E-05,1.78E-06
ER-MZB3,Xdeep,MZT2-3-XD,7/25/19,13:30,7.76,331,0.254,,0.043,2.723,0.0021,0.005,0.3102,0,2.37E-08,6.03E-10,1.32E-03,1.54E-05,1.88E-07,3.48E-09,1.84E-06,2.27E-08,1.55E-05,2.14E-06
ER-MZB3,Xdeep,MZT2-3-XD,8/5/19,12:30,8.08,353,0.172,,0.078,2.547,0.0024,0.0059,0.3036,0,9.28E-08,1.55E-09,1.37E-03,1.43E-05,4.63E-07,9.00E-09,1.91E-06,1.09E-08,1.53E-05,2.14E-06
ER-MZB3,Xdeep,MZT2-3-XD,8/12/19,17:25,7.76,360,0.147,,0.077,2.206,0.0018,0.0056,0.3688,0,7.62E-08,1.57E-09,1.46E-03,1.17E-05,5.09E-07,6.79E-09,1.99E-06,1.08E-08,1.62E-05,2.45E-06
ER-MZB3,Xdeep,MZT2-3-XD,8/28/19,13:00,7.8,341,0.171,,0.065,2.957,0.0014,0.006,0.3842,0,,,,,,,,,,
ER-MZB3,Xdeep,MZT2-3-XD,9/18/19,10:45,7.83,376,0.299,,0.07,3.007,0.0015,0.0053,0.3939,0,9.45E-08,2.48E-09,1.58E-03,1.49E-05,8.08E-07,4.59E-09,2.06E-06,1.65E-08,1.92E-05,2.83E-06
ER-MZB3,Xdeep,MZT2-3-XD,10/1/19,12:25,7.78,366,,,0.03,3.092,0,0.0072,0.4094,0,,,,,,,,,,
ER-MZB4,Deep,MZT2-4-D,5/15/19,,,,,,0.118,5.501,0.0023,0.0217,0.264,0,1.07E-07,2.14E-09,2.70E-03,4.89E-05,1.39E-07,8.12E-09,3.69E-06,4.99E-08,1.36E-05,1.60E-06
ER-MZB4,Deep,MZT2-4-D,6/5/19,13:10,7.87,578,0.181,,0.112,3.368,0.001,0.0231,0.269,0,4.94E-08,1.02E-09,1.40E-03,2.23E-05,0,0,3.05E-06,2.45E-08,8.25E-06,1.58E-06
ER-MZB4,Deep,MZT2-4-D,6/11/19,12:05,7.49,473,0.25,,0.087,5.196,0.0011,0.0186,0.183,0,1.03E-07,2.36E-09,2.40E-03,1.05E-05,5.82E-07,1.22E-08,3.00E-06,2.04E-08,1.10E-05,7.92E-07
ER-MZB4,Deep,MZT2-4-D,6/18/19,10:35,7.33,435,0.369,,0.095,4.446,0.0013,0.0144,0.167,0,1.09E-07,1.72E-09,2.17E-03,2.49E-05,6.29E-07,1.59E-08,3.05E-06,2.33E-08,1.10E-05,7.63E-07
ER-MZB4,Deep,MZT2-4-D,6/25/19,11:20,7.47,395,0.393,,0.103,3.906,0.0019,0.0171,0.154,0,9.30E-08,1.93E-09,1.85E-03,1.23E-05,5.68E-07,1.07E-08,2.32E-06,2.90E-08,5.71E-06,5.12E-07
ER-MZB4,Deep,MZT2-4-D,7/3/19,12:45,7.4,425,0.145,,0.093,4.109,0.0017,0.0179,0.14,0,1.19E-07,2.78E-09,1.93E-03,1.44E-05,4.12E-07,8.70E-09,2.41E-06,3.11E-08,5.12E-06,5.42E-07
ER-MZB4,Deep,MZT2-4-D,7/10/19,10:30,7.47,442,0.138,,0.101,4.418,0.002,0.0159,0.148,0,7.91E-08,2.90E-09,2.07E-03,8.63E-06,5.92E-07,2.52E-08,2.56E-06,3.29E-08,5.55E-06,4.76E-07
ER-MZB4,Deep,MZT2-4-D,7/17/19,10:55,7.6,407,0.221,,0.105,3.752,0.0028,0.0082,0.153,0,1.56E-07,3.71E-09,1.74E-03,7.28E-06,3.90E-06,2.56E-08,2.44E-06,1.99E-08,1.08E-05,8.18E-07
ER-MZB4,Deep,MZT2-4-D,7/25/19,13:20,7.64,348,0.352,,0.055,3.083,0.0015,0.0047,0.1661,0.001,1.20E-07,3.71E-09,1.50E-03,1.69E-05,1.50E-06,1.94E-08,2.12E-06,2.36E-08,1.14E-05,1.39E-06
ER-MZB4,Deep,MZT2-4-D,8/5/19,12:25,7.91,321,0.164,,0.103,2.688,0.0022,0.0046,0.1923,0,1.07E-07,2.45E-09,1.42E-03,1.68E-05,8.42E-07,1.89E-08,1.97E-06,1.67E-08,1.21E-05,1.35E-06
ER-MZB4,Deep,MZT2-4-D,8/12/19,17:10,7.56,317,0.233,,0.094,2.632,0.0058,0.0063,0.2253,0,8.15E-08,1.68E-09,1.31E-03,1.99E-05,1.02E-06,1.34E-08,1.91E-06,8.57E-09,1.08E-05,1.40E-06
ER-MZB4,Deep,MZT2-4-D,8/28/19,12:50,7.46,317,0.146,,0.059,2.635,0.0021,0.007,0.2913,0,8.73E-08,2.06E-09,1.41E-03,1.13E-05,3.43E-06,3.87E-08,1.92E-06,2.24E-08,1.51E-05,2.12E-06
ER-MZB4,Deep,MZT2-4-D,9/18/19,10:30,7.29,639,0.198,,0.044,3.012,0.0023,0.0064,0.3538,0,7.07E-08,1.77E-09,1.68E-03,3.13E-05,1.05E-06,1.86E-08,2.19E-06,1.51E-08,1.73E-05,2.89E-06
ER-MZB4,Deep,MZT2-4-D,10/1/19,12:30,7.5,366,,,0.017,3.182,0,0.0075,0.3759,0,,,,,,,,,,
ER-MZB4,Shallow,MZT2-4-S,5/15/19,,,,,,0.438,2.748,0.0018,0.0116,0.047,0,3.29E-07,3.83E-09,1.39E-03,1.41E-05,4.82E-07,7.35E-09,2.91E-06,3.82E-08,5.76E-06,1.91E-07
ER-MZB4,Shallow,MZT2-4-S,6/5/19,13:10,7.68,742,0.31,,0.149,4.859,0.0009,0.0151,0.147,0,1.71E-06,1.81E-08,1.98E-03,3.87E-05,1.17E-06,2.75E-08,8.52E-06,7.88E-08,5.62E-06,8.40E-07
ER-MZB4,Shallow,MZT2-4-S,6/11/19,12:05,7.76,330,0.202,,0.362,3.305,0,0.0136,0.151,0,1.49E-06,1.67E-08,1.73E-03,8.54E-06,5.73E-07,6.36E-09,3.82E-06,4.28E-08,8.99E-06,7.87E-07
ER-MZB4,Shallow,MZT2-4-S,6/18/19,10:35,7.57,337,0.504,,0.34,2.814,0.0013,0.012,0.153,0,3.64E-06,4.96E-08,1.54E-03,1.35E-05,1.20E-06,1.49E-08,3.35E-06,5.06E-08,9.85E-06,8.42E-07
ER-MZB4,Shallow,MZT2-4-S,6/25/19,11:20,7.41,396,0.22,,0.276,3.881,0.002,0.0209,0.146,0,6.09E-06,1.03E-07,1.94E-03,2.00E-05,3.64E-06,3.16E-08,4.19E-06,7.15E-08,5.68E-06,5.02E-07
ER-MZB4,Shallow,MZT2-4-S,7/3/19,12:45,7.42,366,0.501,,0.329,3.457,0.0019,0.0092,0.143,0,6.31E-06,1.07E-07,1.78E-03,1.40E-05,2.16E-06,2.58E-08,3.15E-06,5.60E-08,6.00E-06,5.40E-07
ER-MZB4,Shallow,MZT2-4-S,7/10/19,10:30,7.17,523,0.186,,0.271,5.57,0.0017,0.0203,0.119,0,1.09E-05,2.04E-07,2.63E-03,2.62E-05,9.36E-06,7.52E-08,5.05E-06,2.85E-08,6.00E-06,4.74E-07
ER-MZB4,Shallow,MZT2-4-S,7/17/19,10:55,7.33,478,0.282,,0.197,4.807,0.0029,0.0167,0.1049,0,7.70E-06,1.24E-07,2.31E-03,1.75E-05,1.07E-05,8.44E-08,4.67E-06,2.46E-08,9.12E-06,6.02E-07
ER-MZB4,Shallow,MZT2-4-S,7/25/19,13:20,6.93,524,0.489,,0.253,5.056,0.005,0.0194,0.0763,0.0025,8.78E-06,1.79E-07,2.63E-03,2.39E-05,1.43E-05,9.47E-08,6.37E-06,6.66E-08,9.62E-06,4.01E-07
ER-MZB5,Deep,MZT2-5-D,5/15/19,,,,,,0.205,4.479,0.0027,0.016,0.292,0,1.26E-07,2.64E-09,2.22E-03,1.86E-05,5.11E-07,5.70E-09,3.03E-06,5.96E-08,1.35E-05,1.84E-06
ER-MZB5,Deep,MZT2-5-D,6/5/19,13:30,7.44,585,0.12,,0.089,3.476,0.0008,0.0184,0.316,0,,,,,,,,,,
ER-MZB5,Deep,MZT2-5-D,6/11/19,12:35,7.68,294,2.4,,0.168,2.857,0.0011,0.0107,0.152,0,1.49E-08,1.06E-09,1.47E-03,1.70E-05,9.80E-08,1.30E-08,1.78E-06,1.75E-08,8.01E-06,9.12E-07
ER-MZB5,Deep,MZT2-5-D,6/18/19,11:00,7.81,283,1.7,,0.14,2.543,0.0014,0.0089,0.144,0,9.37E-09,6.21E-10,1.29E-03,1.19E-05,7.66E-07,1.22E-08,1.76E-06,2.32E-08,7.61E-06,8.69E-07
ER-MZB5,Deep,MZT2-5-D,6/25/19,11:40,7.73,280,0.172,,0.124,2.404,0.0036,0.0179,0.155,0,1.18E-07,4.14E-09,1.27E-03,1.75E-05,0,0,1.59E-06,2.44E-08,3.98E-06,5.18E-07
ER-MZB5,Deep,MZT2-5-D,7/3/19,13:10,7.57,352,0.154,,0.16,3.33,0.0018,0.0111,0.125,0,5.90E-08,1.06E-09,1.70E-03,1.43E-05,0,0,2.16E-06,1.10E-08,3.99E-06,4.62E-07
ER-MZB5,Deep,MZT2-5-D,7/10/19,10:45,7.66,350,0.135,,0.13,3.303,0.0019,0.0117,0.159,0,3.55E-07,6.42E-09,1.69E-03,1.39E-05,2.39E-07,2.64E-07,2.11E-06,1.61E-08,4.49E-06,5.63E-07
ER-MZB5,Deep,MZT2-5-D,7/17/19,11:15,7.8,378,0.169,,0.159,3.431,0.0027,0.0105,0.2055,0,4.18E-07,1.00E-08,1.73E-03,1.46E-05,6.39E-07,5.96E-09,2.39E-06,1.89E-08,1.18E-05,1.47E-06
ER-MZB5,Deep,MZT2-5-D,7/25/19,12:50,7.51,376,0.301,,0.091,3.453,0.0014,0.008,0.1695,0,4.09E-07,8.14E-09,1.78E-03,2.47E-05,6.10E-07,5.87E-09,2.47E-06,2.03E-08,1.22E-05,1.48E-06
ER-MZB5,Deep,MZT2-5-D,8/5/19,12:05,7.6,398,0.207,,0.154,3.523,0.0018,0.0086,0.1627,0.0009,5.65E-07,1.22E-08,1.83E-03,2.43E-05,8.71E-07,1.06E-08,2.52E-06,2.11E-08,1.21E-05,1.39E-06
ER-MZB5,Deep,MZT2-5-D,8/28/19,12:40,7.28,425,0.17,,0.105,3.832,0.0009,0.0099,0.2222,0,6.43E-07,1.31E-08,1.94E-03,2.03E-05,7.61E-07,8.25E-09,2.63E-06,2.43E-08,1.39E-05,1.81E-06
ER-MZB5,Deep,MZT2-5-D,9/18/19,10:15,7.58,504,0.288,,0.154,3.56,0.002,0.0087,0.2848,0,4.96E-07,8.28E-09,1.99E-03,1.93E-05,4.32E-07,7.40E-09,2.60E-06,2.34E-08,1.55E-05,1.97E-06
ER-MZB5,Mid,MZT2-5-M,5/15/19,,,,,,0.267,4.31,0.0023,0.0435,0.282,0,1.10E-06,1.98E-08,2.29E-03,2.26E-05,9.07E-08,9.19E-09,4.80E-06,4.37E-08,1.30E-05,1.87E-06
ER-MZB5,Mid,MZT2-5-M,6/5/19,13:30,7.53,649,0.142,,0.156,4.57,0,0.0164,0.234,0,1.21E-06,1.44E-08,1.66E-03,1.72E-05,1.01E-06,3.27E-08,3.95E-06,6.27E-08,9.01E-06,1.37E-06
ER-MZB5,Mid,MZT2-5-M,6/11/19,12:35,7.51,321,0.677,,0.191,3.357,0.001,0.0127,0.151,0,5.53E-08,1.57E-09,1.72E-03,1.87E-05,1.86E-07,1.08E-08,2.33E-06,1.67E-08,7.83E-06,7.22E-07
ER-MZB5,Mid,MZT2-5-M,6/18/19,11:00,7.61,296,0.674,,0.15,2.647,0.0012,0.0091,0.143,0,5.16E-08,1.82E-09,1.34E-03,1.11E-05,1.69E-07,8.00E-09,1.97E-06,1.33E-08,8.72E-06,7.80E-07
ER-MZB5,Mid,MZT2-5-M,6/25/19,11:40,7.42,326,0.247,,0.165,3.192,0.0018,0.0144,0.131,0,9.27E-07,1.99E-08,1.57E-03,1.36E-05,1.60E-07,5.71E-09,2.07E-06,8.92E-09,3.90E-06,5.93E-07
ER-MZB5,Mid,MZT2-5-M,7/3/19,13:10,7.45,358,0.142,,0.193,3.664,0.002,0.013,0.129,0,1.17E-06,2.76E-08,1.80E-03,4.24E-06,2.20E-07,9.38E-09,2.44E-06,3.83E-08,3.98E-06,3.65E-07
ER-MZB5,Mid,MZT2-5-M,7/10/19,10:45,7.45,335,0.205,,0.149,3.384,0.0017,0.0119,0.114,0,6.86E-07,1.53E-08,1.64E-03,2.02E-05,1.22E-06,1.04E-08,2.19E-06,2.84E-08,3.68E-06,5.18E-07
ER-MZB5,Mid,MZT2-5-M,7/17/19,11:15,7.44,387,0.145,,0.134,3.712,0.0019,0.0132,0.126,0,8.96E-07,1.46E-08,1.75E-03,1.69E-05,3.51E-06,2.53E-08,2.61E-06,2.71E-08,1.66E-05,8.56E-07
ER-MZB5,Xdeep,MZT2-5-XD,5/15/19,,,,,,0.093,2.966,0.0025,0.0068,0.394,0,5.05E-07,8.71E-09,1.50E-03,1.93E-05,1.86E-06,1.38E-08,2.02E-06,2.28E-08,1.67E-05,2.35E-06
ER-MZB5,Xdeep,MZT2-5-XD,6/5/19,13:30,7.7,561,0.212,,0.042,3.064,0.001,0.0087,0.37,0,1.51E-07,2.41E-09,1.18E-03,1.61E-05,5.51E-07,1.56E-08,2.56E-06,3.26E-08,1.16E-05,2.25E-06
ER-MZB5,Xdeep,MZT2-5-XD,6/11/19,12:35,7.7,318,1.7,,0.107,3.012,0.0011,0.0131,0.182,0,1.11E-07,2.18E-09,1.45E-03,7.85E-06,5.80E-07,5.25E-09,1.63E-06,2.25E-08,7.83E-06,3.64E-07
ER-MZB5,Xdeep,MZT2-5-XD,6/18/19,11:05,7.77,311,0.621,,0.105,2.731,0.0012,0.01,0.175,,1.07E-07,1.34E-09,1.37E-03,1.49E-05,5.49E-07,1.26E-08,1.82E-06,3.35E-08,9.33E-06,9.59E-07
ER-MZB5,Xdeep,MZT2-5-XD,6/25/19,11:40,7.72,370,0.358,,0.07,3.242,0.0017,0.0143,0.285,0,1.63E-07,3.92E-09,1.67E-03,1.34E-05,3.08E-07,7.59E-09,1.95E-06,2.73E-08,7.41E-06,1.06E-06
ER-MZB5,Xdeep,MZT2-5-XD,7/3/19,13:10,7.82,349,0.169,,0.088,3.176,0.0017,0.0095,0.209,0,1.27E-07,3.10E-09,1.62E-03,1.95E-05,8.29E-07,3.04E-07,1.87E-06,1.21E-08,6.33E-06,9.49E-07
ER-MZB5,Xdeep,MZT2-5-XD,7/10/19,10:45,7.82,365,0.241,,0.039,3.004,0.002,0.0075,0.35,0,1.89E-07,3.81E-09,1.41E-03,1.50E-05,9.29E-07,1.33E-08,1.92E-06,2.62E-08,1.05E-05,1.59E-06
ER-MZB5,Xdeep,MZT2-5-XD,7/17/19,11:15,8.01,375,0.263,,0.009,3.249,0.0016,0.0095,0.3668,0,2.33E-07,6.33E-09,1.57E-03,1.00E-05,1.25E-06,1.43E-08,2.01E-06,2.20E-08,2.03E-05,3.08E-06
ER-MZB5,Xdeep,MZT2-5-XD,7/25/19,12:50,7.8,372,0.236,,0.021,3.041,0.0015,0.0051,0.2594,0,2.32E-07,4.96E-09,1.57E-03,1.78E-05,1.24E-06,8.00E-09,2.03E-06,1.43E-08,2.03E-05,3.18E-06
ER-MZB5,Xdeep,MZT2-5-XD,8/5/19,12:05,8.08,383,0.179,,0.076,2.757,0.0019,0.0057,0.3798,0,2.50E-07,4.51E-09,1.60E-03,1.03E-05,1.39E-06,1.59E-08,2.03E-06,1.16E-08,2.13E-05,3.38E-06
ER-MZB5,Xdeep,MZT2-5-XD,8/12/19,17:00,7.25,374,0.24,,0.043,3.014,0.0013,0.0065,0.3791,0,2.62E-07,5.90E-09,1.47E-03,5.70E-06,1.37E-06,2.71E-08,2.01E-06,1.78E-08,1.61E-05,2.48E-06
ER-MZB5,Xdeep,MZT2-5-XD,8/28/19,12:40,7.55,492,0.241,,0.039,3.082,0,0.0069,0.2782,0,2.83E-07,3.88E-09,1.58E-03,1.77E-05,1.62E-06,8.92E-09,2.00E-06,3.93E-08,2.04E-05,2.74E-06
ER-MZB5,Xdeep,MZT2-5-XD,9/18/19,10:20,7.88,418,0.199,,0.107,2.837,0.0017,0.0064,0.3658,0,2.78E-07,6.61E-09,1.62E-03,6.50E-06,1.53E-06,9.32E-09,1.93E-06,1.54E-08,1.96E-05,2.37E-06
ER-MZB5,Xdeep,MZT2-5-XD,10/1/19,12:40,7.87,368,,,0.012,3.007,0,0.0065,0.3761,0,,,,,,,,,,
