"Wavelength, nm",MOP-1-2 NaCl whole,MOP-1-4 NaCl whole,MOP-2-2 NaCl whole,MOP-2-4 NaCl whole,MOP-3-2 NaCl whole,MOP-3-4 NaCl whole,MOP-3-6 NaCl whole,MOP-4-2 NaCl whole,MOP-4-3 NaCl whole,MCC-1A-3 NaCl whole,MCC-3-3 NaCl whole,MCC-3-6 NaCl whole,MCC-5-2 NaCl whole,MCC-5-4 NaCl whole,MCC-5-5 NaCl whole,MOP-1-2 PP-SPE,MOP-1-4 PP-SPE,MOP-2-2 PP-SPE,MOP-2-4 PP-SPE,MOP-3-2 PP-SPE,MOP-3-4 PP-SPE,MOP-3-6 PP-SPE,MOP-4-2 PP-SPE,MOP-4-3 PP-SPE,MCC-1A-3 PP-SPE,MCC-3-3 PP-SPE,MCC-3-6 PP-SPE,MCC-5-2 PP-SPE,MCC-5-4 PP-SPE,MCC-5-5 PP-SPE
401,0.129,0.056,0.247,0.048,0.144,0.222,0.236,0.223,0.346,0.418,0.200,0.530,0.068,0.085,0.045,0.788,0.625,0.723,0.791,0.873,0.880,1.064,0.853,0.725,0.758,0.556,0.653,0.815,0.969,1.022
402,0.127,0.055,0.243,0.045,0.141,0.222,0.228,0.219,0.359,0.413,0.201,0.529,0.073,0.083,0.045,0.774,0.614,0.712,0.780,0.861,0.865,1.048,0.840,0.715,0.746,0.546,0.642,0.802,0.957,1.008
403,0.124,0.053,0.240,0.043,0.137,0.222,0.221,0.214,0.346,0.414,0.194,0.520,0.068,0.087,0.045,0.761,0.605,0.698,0.770,0.845,0.853,1.033,0.822,0.700,0.737,0.535,0.630,0.789,0.941,0.994
404,0.121,0.050,0.238,0.045,0.135,0.217,0.221,0.210,0.359,0.408,0.194,0.520,0.062,0.081,0.040,0.750,0.596,0.688,0.760,0.834,0.844,1.021,0.812,0.692,0.725,0.527,0.621,0.779,0.926,0.984
405,0.119,0.047,0.233,0.034,0.131,0.214,0.215,0.207,0.349,0.406,0.185,0.511,0.062,0.077,0.038,0.735,0.584,0.676,0.748,0.819,0.828,1.000,0.795,0.678,0.714,0.517,0.609,0.766,0.912,0.965
406,0.117,0.047,0.232,0.039,0.129,0.212,0.213,0.205,0.357,0.407,0.185,0.511,0.062,0.077,0.035,0.723,0.577,0.666,0.738,0.809,0.817,0.986,0.784,0.669,0.705,0.510,0.600,0.755,0.900,0.953
407,0.115,0.047,0.230,0.039,0.127,0.214,0.207,0.203,0.359,0.406,0.181,0.510,0.057,0.081,0.035,0.713,0.568,0.658,0.731,0.798,0.808,0.974,0.772,0.661,0.696,0.503,0.592,0.746,0.888,0.944
408,0.113,0.046,0.228,0.036,0.124,0.209,0.209,0.199,0.357,0.405,0.176,0.506,0.055,0.079,0.033,0.703,0.561,0.648,0.722,0.787,0.796,0.960,0.760,0.652,0.688,0.496,0.583,0.735,0.877,0.928
409,0.111,0.044,0.227,0.034,0.121,0.210,0.203,0.194,0.362,0.405,0.173,0.503,0.055,0.075,0.033,0.691,0.552,0.639,0.714,0.776,0.788,0.948,0.749,0.642,0.679,0.489,0.574,0.724,0.865,0.918
410,0.109,0.044,0.225,0.034,0.119,0.203,0.200,0.192,0.359,0.404,0.169,0.499,0.044,0.073,0.030,0.681,0.543,0.629,0.705,0.766,0.777,0.937,0.738,0.634,0.670,0.482,0.566,0.716,0.855,0.906
411,0.106,0.041,0.224,0.029,0.115,0.203,0.200,0.184,0.364,0.402,0.161,0.496,0.051,0.069,0.028,0.673,0.536,0.621,0.697,0.756,0.768,0.924,0.729,0.625,0.665,0.475,0.558,0.708,0.843,0.895
412,0.105,0.044,0.222,0.032,0.114,0.207,0.198,0.190,0.369,0.403,0.163,0.499,0.049,0.077,0.030,0.662,0.529,0.612,0.690,0.746,0.760,0.913,0.718,0.620,0.657,0.470,0.550,0.699,0.835,0.884
413,0.103,0.043,0.221,0.027,0.113,0.207,0.192,0.186,0.372,0.402,0.158,0.494,0.044,0.073,0.028,0.653,0.522,0.604,0.685,0.739,0.750,0.901,0.708,0.611,0.650,0.464,0.543,0.688,0.826,0.875
414,0.102,0.041,0.220,0.029,0.111,0.207,0.196,0.183,0.380,0.406,0.157,0.493,0.042,0.071,0.025,0.644,0.514,0.596,0.676,0.729,0.743,0.889,0.699,0.604,0.642,0.458,0.536,0.680,0.814,0.865
415,0.100,0.038,0.218,0.025,0.108,0.203,0.190,0.175,0.385,0.405,0.152,0.491,0.040,0.067,0.023,0.632,0.507,0.588,0.667,0.718,0.732,0.877,0.685,0.594,0.633,0.450,0.527,0.668,0.801,0.851
416,0.098,0.035,0.217,0.025,0.106,0.202,0.186,0.177,0.385,0.404,0.148,0.489,0.040,0.065,0.015,0.623,0.500,0.581,0.661,0.709,0.725,0.865,0.676,0.586,0.626,0.444,0.519,0.660,0.789,0.837
417,0.097,0.035,0.215,0.023,0.103,0.203,0.186,0.172,0.392,0.404,0.145,0.488,0.033,0.065,0.020,0.613,0.492,0.571,0.652,0.698,0.715,0.850,0.665,0.579,0.617,0.437,0.510,0.651,0.779,0.828
418,0.095,0.038,0.215,0.025,0.101,0.203,0.183,0.170,0.395,0.406,0.142,0.485,0.035,0.065,0.020,0.604,0.485,0.562,0.646,0.690,0.706,0.839,0.656,0.572,0.611,0.432,0.503,0.642,0.769,0.817
419,0.093,0.032,0.213,0.020,0.099,0.200,0.177,0.168,0.398,0.405,0.138,0.484,0.031,0.059,0.015,0.595,0.477,0.554,0.637,0.682,0.697,0.828,0.646,0.564,0.604,0.426,0.496,0.636,0.758,0.804
420,0.091,0.030,0.211,0.018,0.097,0.200,0.175,0.162,0.400,0.404,0.133,0.478,0.029,0.061,0.010,0.585,0.470,0.545,0.630,0.672,0.689,0.816,0.635,0.555,0.596,0.418,0.488,0.625,0.747,0.793
421,0.090,0.030,0.210,0.020,0.095,0.202,0.171,0.160,0.400,0.403,0.133,0.475,0.029,0.061,0.015,0.577,0.464,0.538,0.623,0.664,0.681,0.806,0.626,0.549,0.589,0.414,0.481,0.615,0.739,0.785
422,0.088,0.029,0.216,0.020,0.092,0.209,0.169,0.159,0.426,0.421,0.129,0.495,0.031,0.061,0.013,0.559,0.449,0.523,0.612,0.648,0.666,0.784,0.607,0.536,0.580,0.404,0.469,0.599,0.719,0.762
423,0.087,0.030,0.214,0.020,0.090,0.209,0.167,0.159,0.431,0.421,0.124,0.493,0.031,0.067,0.018,0.551,0.442,0.517,0.606,0.641,0.659,0.774,0.598,0.530,0.574,0.400,0.463,0.591,0.712,0.756
424,0.084,0.026,0.211,0.011,0.089,0.202,0.162,0.151,0.418,0.414,0.120,0.486,0.022,0.057,0.003,0.543,0.435,0.508,0.598,0.631,0.651,0.762,0.590,0.522,0.565,0.394,0.455,0.582,0.698,0.743
425,0.083,0.027,0.209,0.018,0.088,0.207,0.165,0.157,0.421,0.415,0.123,0.487,0.024,0.065,0.005,0.536,0.431,0.503,0.592,0.624,0.643,0.754,0.584,0.516,0.560,0.389,0.449,0.577,0.691,0.734
426,0.082,0.027,0.211,0.016,0.086,0.202,0.169,0.157,0.426,0.414,0.120,0.481,0.022,0.067,0.008,0.529,0.426,0.500,0.591,0.618,0.637,0.746,0.577,0.511,0.554,0.385,0.444,0.571,0.690,0.728
427,0.080,0.023,0.204,0.014,0.083,0.193,0.154,0.142,0.421,0.406,0.108,0.473,0.018,0.053,0.000,0.520,0.418,0.488,0.579,0.609,0.628,0.733,0.565,0.503,0.546,0.377,0.437,0.559,0.671,0.715
428,0.079,0.026,0.204,0.014,0.082,0.195,0.154,0.146,0.423,0.405,0.112,0.471,0.018,0.057,0.000,0.514,0.414,0.483,0.574,0.602,0.621,0.725,0.558,0.498,0.541,0.374,0.431,0.555,0.665,0.709
429,0.078,0.023,0.202,0.014,0.081,0.198,0.154,0.146,0.421,0.408,0.108,0.469,0.018,0.057,0.000,0.508,0.410,0.478,0.568,0.596,0.614,0.719,0.553,0.494,0.536,0.370,0.426,0.548,0.661,0.702
430,0.077,0.021,0.201,0.009,0.079,0.195,0.150,0.140,0.418,0.405,0.105,0.465,0.018,0.055,0.003,0.502,0.405,0.472,0.562,0.590,0.609,0.711,0.546,0.487,0.530,0.365,0.421,0.542,0.654,0.693
431,0.076,0.021,0.198,0.011,0.077,0.186,0.146,0.140,0.410,0.398,0.104,0.461,0.015,0.055,0.000,0.496,0.399,0.466,0.557,0.582,0.602,0.702,0.538,0.481,0.524,0.360,0.416,0.535,0.643,0.685
432,0.073,0.014,0.194,0.009,0.075,0.185,0.143,0.136,0.408,0.392,0.099,0.449,0.011,0.044,-0.010,0.489,0.395,0.460,0.551,0.575,0.595,0.694,0.532,0.475,0.518,0.354,0.409,0.528,0.634,0.675
433,0.073,0.024,0.196,0.002,0.076,0.185,0.146,0.138,0.416,0.399,0.101,0.454,0.000,0.057,0.003,0.485,0.393,0.456,0.548,0.569,0.589,0.687,0.526,0.472,0.515,0.351,0.407,0.521,0.631,0.670
434,0.072,0.008,0.194,0.002,0.072,0.181,0.141,0.136,0.400,0.392,0.096,0.445,0.000,0.040,-0.023,0.478,0.384,0.447,0.541,0.565,0.580,0.677,0.517,0.464,0.506,0.350,0.399,0.516,0.622,0.663
435,0.073,0.018,0.196,0.007,0.073,0.188,0.139,0.131,0.413,0.393,0.093,0.461,0.011,0.051,-0.013,0.472,0.388,0.446,0.538,0.559,0.580,0.680,0.515,0.459,0.503,0.353,0.396,0.526,0.632,0.670
436,0.071,0.024,0.192,0.007,0.074,0.190,0.139,0.131,0.428,0.393,0.090,0.443,0.009,0.053,0.003,0.467,0.387,0.449,0.536,0.555,0.576,0.682,0.508,0.458,0.500,0.350,0.394,0.522,0.628,0.672
437,0.070,0.017,0.189,0.014,0.071,0.180,0.137,0.129,0.408,0.386,0.095,0.437,0.002,0.044,-0.013,0.460,0.379,0.442,0.535,0.550,0.572,0.669,0.503,0.450,0.492,0.335,0.387,0.499,0.599,0.639
438,0.069,0.018,0.189,0.009,0.070,0.186,0.139,0.129,0.418,0.387,0.093,0.438,0.011,0.051,-0.010,0.454,0.373,0.436,0.528,0.546,0.567,0.657,0.499,0.445,0.488,0.335,0.384,0.495,0.597,0.637
439,0.068,0.017,0.187,0.007,0.069,0.185,0.133,0.125,0.418,0.383,0.086,0.432,0.002,0.046,-0.010,0.448,0.363,0.424,0.519,0.536,0.557,0.642,0.490,0.440,0.482,0.327,0.377,0.488,0.587,0.626
440,0.066,0.014,0.184,0.002,0.066,0.181,0.127,0.122,0.413,0.381,0.083,0.427,0.002,0.046,-0.013,0.441,0.357,0.419,0.511,0.528,0.546,0.632,0.481,0.433,0.475,0.322,0.370,0.481,0.579,0.617
441,0.066,0.014,0.183,0.005,0.066,0.181,0.129,0.124,0.418,0.379,0.083,0.426,0.000,0.040,-0.013,0.435,0.353,0.413,0.506,0.522,0.541,0.623,0.474,0.428,0.469,0.319,0.365,0.474,0.573,0.609
442,0.065,0.015,0.182,0.002,0.065,0.183,0.125,0.120,0.416,0.379,0.080,0.422,0.002,0.046,-0.013,0.429,0.348,0.408,0.500,0.516,0.535,0.616,0.467,0.422,0.464,0.315,0.360,0.469,0.567,0.604
443,0.065,0.014,0.180,0.002,0.063,0.180,0.125,0.122,0.413,0.378,0.078,0.422,0.000,0.040,-0.015,0.423,0.342,0.401,0.495,0.510,0.528,0.608,0.460,0.417,0.459,0.310,0.355,0.462,0.559,0.596
444,0.063,0.014,0.179,0.005,0.063,0.183,0.125,0.120,0.421,0.378,0.078,0.421,0.000,0.042,-0.015,0.419,0.338,0.398,0.491,0.504,0.523,0.602,0.456,0.412,0.455,0.307,0.351,0.456,0.552,0.590
445,0.062,0.014,0.179,0.000,0.061,0.181,0.124,0.120,0.426,0.380,0.075,0.418,0.000,0.044,-0.013,0.412,0.334,0.392,0.485,0.498,0.519,0.595,0.450,0.407,0.450,0.304,0.346,0.451,0.545,0.580
446,0.061,0.012,0.177,0.005,0.060,0.181,0.120,0.116,0.418,0.378,0.074,0.417,-0.004,0.046,-0.015,0.406,0.329,0.387,0.480,0.492,0.511,0.587,0.443,0.403,0.445,0.299,0.341,0.444,0.537,0.575
447,0.060,0.012,0.175,-0.005,0.058,0.181,0.112,0.109,0.413,0.373,0.068,0.414,-0.015,0.044,-0.015,0.402,0.325,0.381,0.475,0.486,0.505,0.583,0.438,0.397,0.440,0.296,0.335,0.439,0.531,0.567
448,0.060,0.012,0.175,0.000,0.058,0.181,0.116,0.114,0.421,0.377,0.071,0.413,-0.004,0.042,-0.018,0.395,0.320,0.377,0.471,0.480,0.500,0.573,0.431,0.392,0.436,0.292,0.331,0.433,0.524,0.559
449,0.059,0.009,0.174,0.000,0.057,0.180,0.114,0.112,0.423,0.377,0.071,0.412,-0.004,0.042,-0.020,0.389,0.315,0.372,0.466,0.474,0.495,0.565,0.426,0.389,0.433,0.289,0.327,0.426,0.517,0.553
450,0.058,0.011,0.174,0.000,0.057,0.181,0.116,0.114,0.426,0.378,0.071,0.411,-0.002,0.044,-0.018,0.385,0.312,0.369,0.463,0.471,0.492,0.560,0.421,0.386,0.428,0.286,0.324,0.423,0.513,0.547
451,0.057,0.009,0.174,-0.002,0.055,0.176,0.110,0.109,0.421,0.376,0.067,0.409,-0.007,0.040,-0.018,0.380,0.308,0.364,0.458,0.466,0.487,0.554,0.416,0.380,0.424,0.282,0.320,0.416,0.505,0.540
452,0.057,0.011,0.174,0.002,0.055,0.181,0.112,0.109,0.426,0.379,0.067,0.410,-0.002,0.042,-0.015,0.377,0.305,0.362,0.455,0.462,0.484,0.550,0.412,0.378,0.421,0.281,0.318,0.413,0.503,0.539
453,0.056,0.011,0.174,0.000,0.054,0.181,0.114,0.112,0.431,0.381,0.067,0.410,-0.004,0.046,-0.015,0.372,0.301,0.357,0.450,0.457,0.479,0.543,0.407,0.374,0.418,0.278,0.313,0.409,0.498,0.533
454,0.056,0.011,0.173,0.002,0.054,0.183,0.112,0.111,0.431,0.380,0.068,0.409,-0.004,0.044,-0.015,0.368,0.297,0.354,0.447,0.452,0.476,0.538,0.404,0.370,0.414,0.274,0.310,0.403,0.492,0.528
455,0.055,0.012,0.174,0.002,0.053,0.181,0.112,0.111,0.439,0.378,0.068,0.412,-0.002,0.044,-0.013,0.364,0.294,0.351,0.443,0.449,0.473,0.533,0.400,0.368,0.412,0.272,0.306,0.403,0.489,0.525
456,0.052,0.006,0.171,-0.014,0.052,0.185,0.112,0.103,0.431,0.378,0.058,0.404,-0.013,0.034,-0.028,0.359,0.290,0.345,0.439,0.442,0.465,0.527,0.394,0.362,0.404,0.268,0.301,0.392,0.477,0.514
457,0.054,0.005,0.172,0.000,0.051,0.183,0.108,0.109,0.434,0.378,0.064,0.408,-0.015,0.046,-0.030,0.355,0.284,0.344,0.436,0.439,0.462,0.524,0.388,0.359,0.401,0.266,0.299,0.389,0.480,0.510
458,0.053,0.005,0.172,0.000,0.050,0.188,0.110,0.111,0.434,0.379,0.064,0.409,-0.015,0.044,-0.028,0.349,0.283,0.338,0.431,0.433,0.455,0.515,0.386,0.358,0.400,0.264,0.293,0.382,0.471,0.504
459,0.052,0.006,0.172,0.000,0.049,0.186,0.108,0.107,0.436,0.382,0.061,0.407,-0.013,0.042,-0.023,0.345,0.277,0.336,0.428,0.431,0.452,0.509,0.379,0.353,0.395,0.259,0.292,0.382,0.462,0.498
460,0.051,0.003,0.172,-0.007,0.048,0.183,0.103,0.103,0.441,0.379,0.056,0.408,-0.020,0.038,-0.020,0.339,0.273,0.329,0.420,0.427,0.448,0.503,0.375,0.348,0.390,0.257,0.287,0.374,0.458,0.492
461,0.051,0.006,0.172,-0.002,0.048,0.186,0.108,0.103,0.446,0.381,0.058,0.408,-0.013,0.038,-0.018,0.335,0.269,0.326,0.417,0.420,0.442,0.497,0.371,0.345,0.386,0.253,0.283,0.371,0.451,0.487
462,0.050,0.008,0.171,-0.005,0.046,0.186,0.106,0.103,0.446,0.381,0.056,0.408,-0.011,0.036,-0.020,0.330,0.264,0.321,0.412,0.415,0.437,0.489,0.364,0.341,0.382,0.250,0.279,0.364,0.445,0.479
463,0.050,0.008,0.170,-0.002,0.046,0.185,0.105,0.103,0.451,0.383,0.056,0.408,-0.013,0.040,-0.023,0.326,0.261,0.317,0.409,0.410,0.433,0.484,0.360,0.338,0.379,0.248,0.276,0.360,0.441,0.474
464,0.049,0.006,0.171,-0.005,0.045,0.188,0.105,0.101,0.454,0.385,0.056,0.409,-0.013,0.038,-0.023,0.321,0.256,0.314,0.404,0.406,0.429,0.477,0.355,0.334,0.376,0.245,0.272,0.355,0.434,0.467
465,0.048,0.006,0.170,-0.007,0.044,0.190,0.103,0.101,0.454,0.387,0.053,0.410,-0.015,0.038,-0.025,0.316,0.252,0.309,0.400,0.401,0.424,0.471,0.349,0.329,0.371,0.241,0.268,0.350,0.429,0.462
466,0.048,0.008,0.170,-0.002,0.044,0.190,0.106,0.105,0.459,0.387,0.056,0.409,-0.013,0.040,-0.023,0.312,0.248,0.306,0.396,0.396,0.420,0.466,0.346,0.327,0.369,0.239,0.264,0.344,0.424,0.457
467,0.047,0.009,0.170,-0.005,0.043,0.192,0.105,0.103,0.464,0.388,0.053,0.411,-0.013,0.040,-0.020,0.306,0.244,0.302,0.392,0.391,0.416,0.460,0.340,0.322,0.366,0.236,0.260,0.340,0.417,0.449
468,0.046,0.003,0.169,-0.005,0.042,0.190,0.103,0.103,0.467,0.389,0.049,0.411,-0.018,0.042,-0.023,0.302,0.239,0.297,0.388,0.385,0.409,0.455,0.335,0.319,0.360,0.233,0.256,0.334,0.409,0.447
469,0.045,0.005,0.170,-0.005,0.041,0.186,0.099,0.098,0.475,0.389,0.050,0.413,-0.020,0.036,-0.028,0.297,0.236,0.294,0.383,0.381,0.405,0.449,0.333,0.315,0.358,0.231,0.252,0.329,0.405,0.439
470,0.045,0.002,0.170,-0.009,0.040,0.186,0.097,0.096,0.467,0.388,0.049,0.411,-0.018,0.040,-0.023,0.292,0.231,0.289,0.378,0.377,0.401,0.441,0.325,0.312,0.353,0.226,0.249,0.323,0.399,0.430
471,0.044,0.005,0.170,-0.007,0.040,0.190,0.099,0.098,0.477,0.389,0.049,0.412,-0.015,0.040,-0.023,0.289,0.227,0.287,0.375,0.373,0.398,0.436,0.322,0.309,0.351,0.225,0.246,0.320,0.397,0.427
472,0.044,0.003,0.169,-0.011,0.039,0.186,0.097,0.098,0.480,0.390,0.047,0.412,-0.020,0.038,-0.028,0.284,0.224,0.283,0.370,0.368,0.393,0.430,0.318,0.306,0.348,0.222,0.243,0.315,0.389,0.418
473,0.044,0.003,0.170,-0.007,0.039,0.195,0.097,0.098,0.480,0.391,0.050,0.415,-0.018,0.042,-0.025,0.281,0.221,0.280,0.367,0.365,0.391,0.426,0.314,0.303,0.345,0.219,0.240,0.312,0.385,0.417
474,0.043,0.003,0.168,-0.009,0.038,0.192,0.095,0.096,0.482,0.392,0.047,0.414,-0.018,0.040,-0.028,0.277,0.218,0.277,0.364,0.360,0.387,0.421,0.310,0.300,0.342,0.216,0.237,0.306,0.380,0.411
475,0.042,0.003,0.168,-0.007,0.037,0.195,0.097,0.096,0.485,0.392,0.047,0.414,-0.018,0.040,-0.025,0.273,0.214,0.274,0.360,0.358,0.384,0.417,0.307,0.297,0.339,0.215,0.235,0.303,0.377,0.406
476,0.043,0.003,0.169,-0.009,0.037,0.197,0.097,0.098,0.490,0.396,0.049,0.415,-0.015,0.040,-0.025,0.271,0.212,0.272,0.359,0.356,0.381,0.413,0.304,0.295,0.337,0.214,0.232,0.301,0.373,0.405
477,0.042,0.003,0.169,-0.009,0.036,0.193,0.093,0.096,0.490,0.395,0.046,0.415,-0.020,0.040,-0.025,0.266,0.208,0.268,0.354,0.351,0.377,0.407,0.300,0.292,0.333,0.210,0.229,0.295,0.368,0.399
478,0.041,0.002,0.170,-0.007,0.035,0.193,0.093,0.094,0.495,0.394,0.046,0.415,-0.022,0.040,-0.033,0.263,0.204,0.264,0.351,0.346,0.372,0.400,0.296,0.288,0.330,0.207,0.225,0.291,0.359,0.392
479,0.040,0.002,0.169,-0.016,0.034,0.195,0.093,0.089,0.495,0.395,0.044,0.416,-0.024,0.040,-0.030,0.259,0.201,0.261,0.347,0.343,0.370,0.398,0.293,0.286,0.328,0.207,0.222,0.286,0.359,0.386
480,0.040,0.002,0.169,-0.016,0.034,0.198,0.093,0.087,0.500,0.396,0.038,0.418,-0.024,0.034,-0.033,0.254,0.198,0.258,0.345,0.340,0.365,0.389,0.287,0.283,0.325,0.203,0.218,0.284,0.352,0.386
481,0.040,-0.002,0.170,-0.009,0.034,0.198,0.093,0.092,0.500,0.400,0.040,0.422,-0.018,0.038,-0.028,0.251,0.194,0.254,0.341,0.335,0.362,0.386,0.284,0.281,0.323,0.201,0.216,0.279,0.349,0.379
482,0.039,0.000,0.170,-0.014,0.032,0.200,0.091,0.092,0.508,0.402,0.040,0.423,-0.022,0.036,-0.030,0.247,0.190,0.250,0.336,0.330,0.358,0.380,0.280,0.276,0.319,0.199,0.213,0.274,0.343,0.373
483,0.039,0.002,0.170,-0.011,0.032,0.200,0.093,0.094,0.518,0.406,0.041,0.425,-0.020,0.040,-0.028,0.243,0.188,0.247,0.333,0.327,0.355,0.376,0.276,0.274,0.316,0.197,0.210,0.270,0.340,0.368
484,0.038,0.000,0.171,-0.011,0.031,0.200,0.091,0.092,0.521,0.406,0.038,0.425,-0.024,0.038,-0.033,0.240,0.184,0.244,0.330,0.322,0.351,0.371,0.272,0.272,0.314,0.194,0.207,0.264,0.334,0.363
485,0.038,0.003,0.172,-0.011,0.030,0.203,0.093,0.096,0.523,0.408,0.040,0.426,-0.022,0.038,-0.028,0.235,0.181,0.241,0.327,0.319,0.349,0.367,0.270,0.269,0.312,0.193,0.205,0.261,0.329,0.358
486,0.037,-0.003,0.172,-0.014,0.030,0.205,0.093,0.092,0.526,0.411,0.037,0.428,-0.024,0.038,-0.033,0.232,0.177,0.239,0.323,0.315,0.345,0.360,0.265,0.265,0.309,0.189,0.202,0.256,0.325,0.352
487,0.037,0.000,0.172,-0.014,0.030,0.207,0.089,0.092,0.528,0.412,0.037,0.430,-0.024,0.038,-0.033,0.227,0.174,0.235,0.321,0.311,0.341,0.354,0.262,0.263,0.305,0.188,0.199,0.252,0.319,0.346
488,0.037,0.000,0.173,-0.011,0.029,0.209,0.091,0.094,0.534,0.414,0.037,0.430,-0.024,0.038,-0.030,0.224,0.171,0.232,0.317,0.307,0.337,0.350,0.257,0.261,0.303,0.186,0.196,0.249,0.315,0.341
489,0.036,0.000,0.173,-0.011,0.028,0.210,0.091,0.094,0.536,0.416,0.038,0.432,-0.024,0.040,-0.030,0.221,0.168,0.229,0.315,0.304,0.334,0.347,0.254,0.258,0.300,0.184,0.193,0.245,0.310,0.339
490,0.036,0.002,0.173,-0.014,0.028,0.214,0.089,0.096,0.546,0.419,0.038,0.435,-0.026,0.042,-0.028,0.217,0.165,0.226,0.312,0.301,0.331,0.343,0.251,0.255,0.298,0.182,0.191,0.241,0.305,0.334
491,0.035,-0.002,0.174,-0.014,0.027,0.212,0.089,0.094,0.544,0.419,0.036,0.436,-0.029,0.040,-0.033,0.213,0.161,0.222,0.307,0.297,0.327,0.335,0.246,0.253,0.294,0.180,0.188,0.236,0.300,0.327
492,0.035,0.000,0.175,-0.014,0.027,0.215,0.089,0.094,0.552,0.422,0.036,0.437,-0.026,0.040,-0.033,0.210,0.157,0.220,0.304,0.293,0.324,0.330,0.242,0.250,0.292,0.179,0.186,0.233,0.295,0.323
493,0.034,0.002,0.176,-0.014,0.026,0.217,0.089,0.092,0.557,0.423,0.036,0.439,-0.026,0.042,-0.028,0.207,0.155,0.218,0.303,0.291,0.322,0.326,0.240,0.248,0.290,0.177,0.183,0.229,0.292,0.321
494,0.034,-0.002,0.176,-0.014,0.025,0.214,0.086,0.090,0.557,0.424,0.033,0.440,-0.029,0.040,-0.035,0.203,0.152,0.215,0.299,0.287,0.319,0.321,0.236,0.246,0.288,0.175,0.181,0.226,0.286,0.315
495,0.033,-0.003,0.177,-0.014,0.025,0.217,0.084,0.090,0.564,0.427,0.033,0.442,-0.029,0.040,-0.033,0.200,0.149,0.212,0.297,0.283,0.316,0.317,0.233,0.243,0.286,0.173,0.178,0.222,0.283,0.311
496,0.033,-0.002,0.177,-0.016,0.025,0.217,0.086,0.090,0.567,0.428,0.031,0.442,-0.029,0.040,-0.035,0.197,0.147,0.211,0.294,0.281,0.314,0.313,0.230,0.242,0.284,0.171,0.176,0.219,0.280,0.305
497,0.033,-0.002,0.177,-0.016,0.024,0.217,0.086,0.090,0.572,0.430,0.030,0.443,-0.029,0.040,-0.030,0.195,0.145,0.208,0.292,0.278,0.311,0.310,0.226,0.240,0.283,0.170,0.175,0.216,0.276,0.301
498,0.033,0.000,0.178,-0.016,0.024,0.222,0.084,0.090,0.580,0.434,0.031,0.445,-0.031,0.038,-0.035,0.192,0.143,0.206,0.291,0.276,0.309,0.305,0.224,0.238,0.281,0.169,0.173,0.213,0.272,0.300
499,0.032,-0.002,0.179,-0.014,0.024,0.225,0.086,0.090,0.587,0.437,0.033,0.451,-0.029,0.040,-0.033,0.190,0.141,0.205,0.288,0.274,0.307,0.302,0.222,0.236,0.280,0.168,0.171,0.211,0.267,0.297
500,0.032,-0.002,0.180,-0.014,0.023,0.224,0.086,0.092,0.593,0.439,0.030,0.451,-0.031,0.042,-0.030,0.186,0.138,0.202,0.286,0.271,0.305,0.298,0.218,0.234,0.278,0.167,0.168,0.208,0.265,0.292
501,0.032,0.000,0.181,-0.014,0.023,0.227,0.087,0.092,0.598,0.444,0.030,0.453,-0.029,0.044,-0.033,0.184,0.136,0.200,0.284,0.269,0.303,0.296,0.215,0.233,0.276,0.164,0.166,0.204,0.262,0.288
502,0.031,-0.002,0.181,-0.018,0.021,0.224,0.082,0.089,0.593,0.444,0.027,0.451,-0.033,0.038,-0.040,0.180,0.133,0.197,0.280,0.265,0.299,0.289,0.211,0.230,0.274,0.162,0.163,0.199,0.256,0.282
503,0.031,-0.002,0.182,-0.014,0.022,0.229,0.086,0.092,0.600,0.448,0.028,0.456,-0.029,0.044,-0.033,0.178,0.130,0.195,0.279,0.263,0.297,0.286,0.209,0.229,0.272,0.162,0.162,0.197,0.253,0.280
504,0.030,-0.002,0.183,-0.018,0.021,0.231,0.084,0.090,0.605,0.450,0.028,0.456,-0.033,0.042,-0.035,0.174,0.127,0.192,0.276,0.260,0.295,0.280,0.205,0.226,0.270,0.161,0.160,0.193,0.249,0.275
505,0.030,-0.003,0.183,-0.016,0.021,0.234,0.084,0.090,0.608,0.452,0.025,0.457,-0.033,0.044,-0.035,0.172,0.126,0.190,0.274,0.257,0.293,0.277,0.203,0.224,0.268,0.159,0.158,0.189,0.246,0.269
506,0.030,-0.002,0.184,-0.016,0.020,0.236,0.084,0.092,0.613,0.455,0.027,0.460,-0.033,0.044,-0.035,0.169,0.124,0.188,0.272,0.254,0.292,0.273,0.200,0.222,0.267,0.159,0.157,0.188,0.241,0.266
507,0.029,0.000,0.184,-0.016,0.020,0.239,0.084,0.092,0.618,0.457,0.025,0.461,-0.031,0.042,-0.038,0.167,0.121,0.187,0.270,0.252,0.290,0.270,0.197,0.220,0.265,0.156,0.155,0.186,0.238,0.264
508,0.029,-0.002,0.184,-0.020,0.019,0.237,0.082,0.090,0.623,0.457,0.025,0.460,-0.033,0.040,-0.035,0.163,0.119,0.184,0.267,0.249,0.286,0.264,0.194,0.219,0.263,0.155,0.153,0.180,0.234,0.259
509,0.029,-0.003,0.184,-0.018,0.019,0.237,0.082,0.090,0.628,0.459,0.025,0.460,-0.033,0.042,-0.035,0.160,0.116,0.182,0.265,0.247,0.284,0.260,0.190,0.216,0.261,0.154,0.151,0.178,0.229,0.257
