"Wavelength, nm",MOP-1-2 NaCl whole,MOP-1-4 NaCl whole,MOP-2-2 NaCl whole,MOP-2-4 NaCl whole,MOP-3-2 NaCl whole,MOP-3-4 NaCl whole,MOP-3-6 NaCl whole,MOP-4-2 NaCl whole,MOP-4-3 NaCl whole,MCC-1A-3 NaCl whole,MCC-3-3 NaCl whole,MCC-3-6 NaCl whole,MCC-5-2 NaCl whole,MCC-5-4 NaCl whole,MCC-5-5 NaCl whole,MOP-1-2 PP-SPE,MOP-1-4 PP-SPE,MOP-2-2 PP-SPE,MOP-2-4 PP-SPE,MOP-3-2 PP-SPE,MOP-3-4 PP-SPE,MOP-3-6 PP-SPE,MOP-4-2 PP-SPE,MOP-4-3 PP-SPE,MCC-1A-3 PP-SPE,MCC-3-3 PP-SPE,MCC-3-6 PP-SPE,MCC-5-2 PP-SPE,MCC-5-4 PP-SPE,MCC-5-5 PP-SPE
510,0.028,-0.005,0.184,-0.018,0.018,0.241,0.080,0.089,0.631,0.460,0.025,0.463,-0.035,0.042,-0.043,0.158,0.114,0.180,0.263,0.244,0.282,0.257,0.188,0.215,0.260,0.152,0.149,0.175,0.226,0.251
511,0.028,-0.002,0.185,-0.018,0.018,0.237,0.084,0.090,0.634,0.461,0.022,0.463,-0.026,0.044,-0.030,0.156,0.113,0.178,0.261,0.242,0.280,0.254,0.185,0.214,0.260,0.152,0.147,0.173,0.223,0.248
512,0.028,-0.005,0.184,-0.016,0.017,0.237,0.078,0.083,0.631,0.459,0.018,0.462,-0.035,0.040,-0.040,0.152,0.109,0.175,0.257,0.239,0.276,0.248,0.182,0.210,0.256,0.149,0.145,0.167,0.217,0.241
513,0.028,-0.003,0.185,-0.016,0.017,0.239,0.078,0.087,0.636,0.461,0.022,0.465,-0.035,0.044,-0.040,0.150,0.107,0.174,0.256,0.237,0.274,0.246,0.180,0.209,0.255,0.149,0.144,0.165,0.216,0.239
514,0.027,-0.003,0.186,-0.018,0.017,0.244,0.080,0.089,0.644,0.462,0.021,0.467,-0.038,0.044,-0.043,0.148,0.106,0.173,0.254,0.236,0.272,0.243,0.177,0.208,0.253,0.149,0.143,0.164,0.213,0.238
515,0.027,-0.005,0.186,-0.020,0.016,0.246,0.078,0.090,0.644,0.462,0.019,0.468,-0.038,0.042,-0.043,0.145,0.103,0.169,0.252,0.232,0.270,0.239,0.174,0.206,0.251,0.146,0.141,0.160,0.208,0.232
516,0.027,-0.003,0.186,-0.020,0.016,0.246,0.078,0.089,0.641,0.462,0.019,0.469,-0.038,0.042,-0.043,0.144,0.102,0.169,0.251,0.231,0.268,0.236,0.172,0.205,0.250,0.146,0.140,0.158,0.207,0.230
517,0.026,-0.003,0.186,-0.020,0.016,0.258,0.078,0.090,0.649,0.465,0.018,0.470,-0.040,0.042,-0.043,0.142,0.101,0.167,0.250,0.229,0.266,0.233,0.170,0.204,0.249,0.145,0.138,0.156,0.205,0.225
518,0.026,-0.006,0.187,-0.023,0.015,0.247,0.078,0.089,0.652,0.467,0.018,0.471,-0.038,0.044,-0.043,0.140,0.098,0.166,0.249,0.228,0.264,0.231,0.169,0.202,0.249,0.144,0.137,0.154,0.202,0.224
519,0.026,-0.005,0.185,-0.020,0.015,0.246,0.078,0.090,0.652,0.465,0.018,0.471,-0.035,0.046,-0.040,0.137,0.097,0.163,0.245,0.224,0.262,0.225,0.166,0.199,0.246,0.143,0.134,0.148,0.194,0.217
520,0.025,-0.006,0.184,-0.020,0.014,0.253,0.074,0.085,0.641,0.462,0.015,0.468,-0.038,0.042,-0.043,0.134,0.092,0.160,0.242,0.220,0.257,0.219,0.162,0.197,0.243,0.139,0.132,0.148,0.189,0.210
521,0.025,-0.006,0.185,-0.020,0.015,0.246,0.076,0.090,0.644,0.464,0.018,0.468,-0.044,0.046,-0.045,0.132,0.094,0.159,0.240,0.219,0.255,0.217,0.160,0.195,0.242,0.138,0.130,0.146,0.193,0.215
522,0.025,-0.009,0.184,-0.032,0.014,0.246,0.074,0.087,0.639,0.462,0.013,0.467,-0.040,0.044,-0.043,0.129,0.091,0.155,0.238,0.216,0.251,0.212,0.156,0.192,0.239,0.140,0.129,0.142,0.187,0.206
523,0.024,-0.008,0.184,-0.036,0.013,0.251,0.072,0.085,0.652,0.462,0.015,0.465,-0.053,0.038,-0.058,0.128,0.089,0.154,0.236,0.213,0.251,0.214,0.155,0.191,0.238,0.138,0.127,0.140,0.184,0.205
524,0.025,-0.008,0.185,-0.025,0.014,0.256,0.078,0.090,0.664,0.467,0.012,0.469,-0.046,0.048,-0.045,0.127,0.089,0.156,0.236,0.213,0.251,0.213,0.154,0.191,0.237,0.139,0.127,0.140,0.184,0.206
525,0.024,-0.006,0.186,-0.023,0.013,0.251,0.078,0.087,0.662,0.467,0.013,0.469,-0.042,0.044,-0.045,0.124,0.087,0.155,0.234,0.211,0.249,0.208,0.152,0.190,0.236,0.138,0.127,0.137,0.179,0.200
526,0.023,-0.006,0.184,-0.027,0.012,0.247,0.074,0.083,0.657,0.466,0.012,0.468,-0.044,0.040,-0.048,0.122,0.084,0.153,0.233,0.208,0.246,0.203,0.149,0.188,0.235,0.135,0.124,0.132,0.175,0.195
527,0.023,-0.008,0.185,-0.025,0.012,0.249,0.076,0.087,0.657,0.466,0.012,0.466,-0.044,0.040,-0.045,0.120,0.083,0.151,0.231,0.208,0.244,0.201,0.148,0.187,0.234,0.135,0.124,0.130,0.173,0.193
528,0.022,-0.009,0.185,-0.025,0.012,0.249,0.072,0.087,0.659,0.468,0.010,0.467,-0.046,0.040,-0.050,0.119,0.080,0.151,0.230,0.206,0.244,0.200,0.146,0.185,0.233,0.133,0.122,0.127,0.168,0.188
529,0.023,-0.008,0.184,-0.023,0.012,0.247,0.074,0.087,0.649,0.465,0.010,0.463,-0.046,0.040,-0.048,0.116,0.079,0.146,0.227,0.203,0.240,0.194,0.143,0.183,0.230,0.132,0.120,0.126,0.166,0.187
530,0.022,-0.006,0.184,-0.023,0.011,0.244,0.076,0.085,0.649,0.464,0.009,0.462,-0.044,0.038,-0.048,0.116,0.078,0.145,0.227,0.203,0.238,0.192,0.140,0.182,0.229,0.130,0.119,0.124,0.165,0.181
531,0.022,-0.005,0.186,-0.023,0.011,0.247,0.072,0.089,0.646,0.467,0.009,0.466,-0.044,0.040,-0.050,0.112,0.077,0.143,0.223,0.199,0.235,0.190,0.138,0.181,0.228,0.128,0.117,0.121,0.161,0.180
532,0.022,-0.002,0.181,-0.027,0.011,0.244,0.074,0.089,0.636,0.458,0.009,0.454,-0.042,0.040,-0.048,0.111,0.074,0.141,0.220,0.199,0.233,0.185,0.136,0.178,0.223,0.127,0.116,0.120,0.160,0.178
533,0.021,-0.012,0.180,-0.020,0.010,0.242,0.065,0.083,0.641,0.455,0.003,0.448,-0.053,0.034,-0.055,0.108,0.073,0.138,0.219,0.194,0.231,0.182,0.135,0.176,0.222,0.124,0.114,0.117,0.152,0.169
534,0.021,-0.012,0.179,-0.032,0.010,0.239,0.065,0.079,0.631,0.450,0.004,0.447,-0.049,0.038,-0.055,0.107,0.071,0.137,0.216,0.192,0.227,0.179,0.132,0.173,0.219,0.124,0.113,0.113,0.150,0.168
535,0.021,-0.012,0.178,-0.029,0.009,0.237,0.067,0.077,0.628,0.448,0.004,0.446,-0.046,0.038,-0.053,0.105,0.069,0.135,0.212,0.190,0.224,0.175,0.130,0.171,0.216,0.123,0.111,0.110,0.148,0.165
536,0.020,-0.011,0.177,-0.029,0.009,0.239,0.063,0.081,0.626,0.446,0.006,0.445,-0.046,0.040,-0.050,0.104,0.068,0.134,0.210,0.188,0.223,0.174,0.129,0.170,0.215,0.122,0.111,0.109,0.147,0.164
537,0.020,-0.011,0.177,-0.032,0.009,0.236,0.065,0.079,0.623,0.443,0.003,0.442,-0.049,0.038,-0.053,0.102,0.068,0.133,0.209,0.186,0.221,0.171,0.127,0.167,0.212,0.121,0.109,0.107,0.143,0.162
538,0.020,-0.012,0.176,-0.032,0.009,0.237,0.065,0.077,0.621,0.441,0.004,0.441,-0.046,0.040,-0.053,0.101,0.066,0.131,0.207,0.184,0.219,0.170,0.125,0.167,0.210,0.120,0.108,0.106,0.142,0.159
539,0.020,-0.011,0.175,-0.029,0.008,0.234,0.061,0.077,0.621,0.441,0.003,0.439,-0.049,0.038,-0.053,0.100,0.065,0.131,0.206,0.182,0.218,0.167,0.125,0.165,0.208,0.120,0.107,0.104,0.140,0.157
540,0.019,-0.011,0.174,-0.039,0.009,0.237,0.059,0.079,0.618,0.439,-0.004,0.438,-0.049,0.036,-0.053,0.099,0.063,0.128,0.206,0.182,0.216,0.163,0.122,0.165,0.206,0.118,0.107,0.101,0.140,0.157
541,0.020,-0.009,0.173,-0.023,0.009,0.234,0.065,0.076,0.631,0.438,0.006,0.437,-0.049,0.044,-0.050,0.097,0.063,0.130,0.204,0.181,0.217,0.166,0.122,0.164,0.207,0.117,0.106,0.103,0.134,0.152
542,0.018,-0.011,0.173,-0.036,0.009,0.229,0.057,0.079,0.608,0.436,0.006,0.434,-0.051,0.034,-0.053,0.096,0.062,0.125,0.201,0.178,0.209,0.162,0.121,0.162,0.205,0.115,0.105,0.099,0.131,0.147
543,0.019,-0.015,0.172,-0.034,0.006,0.232,0.059,0.068,0.613,0.435,-0.003,0.435,-0.060,0.034,-0.060,0.094,0.059,0.125,0.201,0.178,0.209,0.155,0.115,0.160,0.200,0.114,0.104,0.096,0.134,0.151
544,0.019,-0.012,0.172,-0.036,0.007,0.231,0.065,0.076,0.621,0.436,0.001,0.433,-0.051,0.032,-0.055,0.092,0.059,0.124,0.199,0.174,0.209,0.156,0.115,0.159,0.200,0.116,0.102,0.095,0.127,0.142
545,0.018,-0.012,0.172,-0.039,0.007,0.232,0.059,0.076,0.611,0.436,-0.004,0.432,-0.051,0.030,-0.063,0.090,0.058,0.123,0.197,0.172,0.207,0.153,0.113,0.158,0.199,0.113,0.101,0.093,0.124,0.140
546,0.018,-0.012,0.172,-0.034,0.006,0.236,0.059,0.076,0.618,0.436,-0.003,0.435,-0.057,0.034,-0.060,0.089,0.057,0.122,0.196,0.171,0.207,0.151,0.113,0.157,0.199,0.113,0.100,0.092,0.123,0.140
547,0.018,-0.012,0.172,-0.034,0.006,0.236,0.061,0.076,0.618,0.437,-0.001,0.435,-0.055,0.032,-0.060,0.088,0.056,0.121,0.195,0.171,0.205,0.148,0.110,0.156,0.198,0.112,0.099,0.090,0.121,0.136
548,0.018,-0.012,0.172,-0.039,0.006,0.234,0.061,0.072,0.623,0.437,-0.004,0.435,-0.057,0.032,-0.063,0.086,0.054,0.120,0.193,0.169,0.204,0.145,0.108,0.154,0.196,0.111,0.098,0.087,0.118,0.133
549,0.018,-0.012,0.173,-0.036,0.006,0.239,0.061,0.074,0.628,0.439,-0.003,0.436,-0.053,0.034,-0.058,0.085,0.053,0.119,0.192,0.168,0.203,0.143,0.107,0.154,0.196,0.111,0.097,0.087,0.117,0.131
550,0.018,-0.012,0.173,-0.034,0.006,0.242,0.061,0.074,0.628,0.440,-0.003,0.437,-0.055,0.036,-0.060,0.084,0.052,0.118,0.192,0.167,0.202,0.142,0.106,0.152,0.196,0.111,0.096,0.085,0.115,0.129
551,0.017,-0.012,0.174,-0.036,0.006,0.239,0.063,0.074,0.634,0.442,-0.003,0.439,-0.057,0.036,-0.060,0.082,0.050,0.118,0.190,0.165,0.201,0.139,0.104,0.152,0.195,0.110,0.096,0.082,0.112,0.127
552,0.017,-0.012,0.174,-0.036,0.005,0.241,0.061,0.074,0.634,0.444,-0.006,0.440,-0.055,0.034,-0.060,0.080,0.049,0.117,0.190,0.164,0.200,0.137,0.102,0.151,0.194,0.109,0.095,0.080,0.108,0.123
553,0.016,-0.015,0.175,-0.039,0.004,0.244,0.059,0.074,0.636,0.445,-0.003,0.442,-0.057,0.036,-0.063,0.079,0.048,0.116,0.189,0.163,0.199,0.134,0.100,0.151,0.194,0.108,0.094,0.079,0.106,0.121
554,0.017,-0.012,0.176,-0.032,0.005,0.247,0.061,0.077,0.646,0.449,-0.004,0.445,-0.053,0.042,-0.058,0.078,0.049,0.115,0.190,0.164,0.199,0.132,0.100,0.150,0.195,0.109,0.094,0.079,0.106,0.121
555,0.017,-0.012,0.177,-0.036,0.005,0.251,0.063,0.077,0.652,0.452,-0.003,0.446,-0.053,0.040,-0.058,0.077,0.047,0.115,0.189,0.163,0.198,0.131,0.098,0.150,0.194,0.110,0.094,0.077,0.105,0.119
556,0.016,-0.012,0.177,-0.036,0.004,0.254,0.063,0.077,0.654,0.452,-0.006,0.446,-0.055,0.038,-0.060,0.075,0.045,0.113,0.188,0.162,0.196,0.127,0.096,0.148,0.193,0.109,0.093,0.075,0.102,0.116
557,0.016,-0.012,0.179,-0.036,0.004,0.251,0.063,0.077,0.657,0.455,-0.003,0.448,-0.057,0.038,-0.060,0.074,0.045,0.113,0.187,0.161,0.195,0.126,0.095,0.149,0.193,0.108,0.092,0.074,0.100,0.113
558,0.016,-0.012,0.179,-0.036,0.004,0.258,0.063,0.077,0.659,0.456,-0.004,0.450,-0.055,0.038,-0.058,0.073,0.044,0.113,0.187,0.160,0.195,0.125,0.093,0.148,0.192,0.108,0.092,0.072,0.098,0.112
559,0.017,-0.012,0.180,-0.034,0.004,0.258,0.065,0.081,0.667,0.458,-0.004,0.452,-0.055,0.044,-0.058,0.072,0.044,0.112,0.187,0.160,0.195,0.123,0.093,0.148,0.193,0.109,0.092,0.073,0.099,0.111
560,0.016,-0.012,0.181,-0.036,0.004,0.259,0.063,0.081,0.670,0.460,-0.009,0.453,-0.057,0.042,-0.063,0.072,0.042,0.112,0.186,0.160,0.195,0.122,0.092,0.148,0.192,0.109,0.091,0.071,0.097,0.110
561,0.016,-0.014,0.182,-0.034,0.004,0.261,0.065,0.079,0.672,0.463,-0.006,0.454,-0.062,0.044,-0.060,0.070,0.042,0.111,0.185,0.158,0.194,0.121,0.091,0.148,0.192,0.109,0.091,0.070,0.095,0.109
562,0.016,-0.012,0.182,-0.036,0.004,0.259,0.063,0.085,0.680,0.463,-0.009,0.456,-0.060,0.044,-0.063,0.069,0.040,0.111,0.185,0.157,0.194,0.119,0.089,0.147,0.191,0.109,0.091,0.067,0.093,0.106
563,0.016,-0.008,0.184,-0.036,0.003,0.259,0.068,0.079,0.687,0.467,-0.003,0.460,-0.049,0.044,-0.058,0.069,0.040,0.111,0.184,0.156,0.193,0.117,0.088,0.147,0.190,0.109,0.090,0.068,0.091,0.104
564,0.015,-0.014,0.184,-0.034,0.003,0.263,0.061,0.085,0.685,0.468,-0.010,0.461,-0.062,0.048,-0.065,0.067,0.038,0.109,0.183,0.156,0.194,0.113,0.086,0.146,0.190,0.107,0.089,0.063,0.090,0.102
565,0.014,-0.014,0.184,-0.036,0.001,0.264,0.061,0.074,0.685,0.468,-0.010,0.459,-0.064,0.049,-0.068,0.065,0.037,0.108,0.183,0.153,0.191,0.113,0.085,0.145,0.191,0.107,0.089,0.063,0.085,0.096
566,0.016,-0.009,0.187,-0.036,0.003,0.271,0.067,0.085,0.705,0.472,-0.004,0.463,-0.051,0.049,-0.058,0.066,0.037,0.109,0.184,0.155,0.193,0.112,0.084,0.146,0.192,0.109,0.089,0.063,0.089,0.100
567,0.016,-0.009,0.187,-0.034,0.003,0.275,0.068,0.085,0.711,0.476,-0.006,0.467,-0.057,0.049,-0.058,0.064,0.037,0.109,0.183,0.155,0.193,0.110,0.083,0.146,0.191,0.109,0.089,0.063,0.087,0.099
568,0.016,-0.012,0.187,-0.032,0.003,0.275,0.070,0.083,0.713,0.478,-0.006,0.468,-0.057,0.049,-0.058,0.063,0.036,0.109,0.183,0.154,0.192,0.109,0.082,0.145,0.191,0.109,0.089,0.061,0.086,0.096
569,0.016,-0.009,0.188,-0.036,0.003,0.275,0.068,0.083,0.718,0.480,-0.006,0.471,-0.062,0.051,-0.058,0.063,0.035,0.108,0.183,0.154,0.192,0.107,0.081,0.144,0.191,0.110,0.088,0.059,0.083,0.094
570,0.016,-0.006,0.191,-0.029,0.003,0.280,0.078,0.094,0.729,0.483,-0.004,0.473,-0.049,0.055,-0.055,0.062,0.036,0.109,0.184,0.156,0.196,0.109,0.081,0.145,0.192,0.110,0.090,0.060,0.086,0.098
571,0.015,-0.011,0.190,-0.039,0.003,0.275,0.068,0.083,0.729,0.483,-0.009,0.473,-0.053,0.055,-0.055,0.060,0.033,0.105,0.183,0.153,0.191,0.101,0.079,0.144,0.189,0.107,0.088,0.057,0.078,0.089
572,0.015,-0.008,0.191,-0.036,0.002,0.285,0.074,0.087,0.736,0.488,-0.003,0.480,-0.051,0.057,-0.055,0.061,0.033,0.108,0.183,0.153,0.191,0.104,0.078,0.144,0.190,0.110,0.087,0.056,0.076,0.092
573,0.014,-0.009,0.191,-0.041,0.001,0.278,0.067,0.085,0.731,0.488,-0.009,0.480,-0.053,0.053,-0.058,0.059,0.031,0.105,0.182,0.150,0.191,0.100,0.076,0.143,0.189,0.108,0.087,0.053,0.074,0.087
574,0.014,-0.009,0.194,-0.041,0.002,0.286,0.067,0.087,0.739,0.485,-0.009,0.475,-0.053,0.057,-0.055,0.058,0.031,0.106,0.181,0.152,0.191,0.098,0.076,0.144,0.190,0.109,0.087,0.054,0.075,0.084
575,0.016,-0.005,0.192,-0.027,0.002,0.288,0.076,0.092,0.746,0.490,-0.003,0.480,-0.053,0.059,-0.055,0.056,0.031,0.107,0.183,0.154,0.194,0.095,0.076,0.144,0.190,0.109,0.088,0.055,0.073,0.082
576,0.015,-0.008,0.194,-0.039,0.001,0.290,0.070,0.090,0.752,0.492,-0.009,0.484,-0.055,0.059,-0.058,0.056,0.029,0.105,0.182,0.151,0.191,0.095,0.075,0.143,0.190,0.109,0.086,0.051,0.071,0.081
577,0.015,-0.008,0.196,-0.036,0.001,0.295,0.074,0.090,0.757,0.499,-0.009,0.490,-0.057,0.057,-0.058,0.055,0.029,0.105,0.183,0.151,0.192,0.094,0.073,0.144,0.191,0.109,0.086,0.051,0.071,0.081
578,0.014,-0.006,0.196,-0.036,0.001,0.295,0.072,0.090,0.764,0.498,-0.009,0.489,-0.057,0.057,-0.060,0.054,0.028,0.105,0.183,0.151,0.192,0.094,0.071,0.143,0.191,0.109,0.086,0.050,0.070,0.078
579,0.014,-0.009,0.195,-0.041,0.000,0.295,0.068,0.090,0.759,0.500,-0.010,0.490,-0.060,0.059,-0.058,0.053,0.027,0.104,0.181,0.150,0.191,0.090,0.070,0.142,0.190,0.108,0.085,0.047,0.066,0.078
580,0.016,0.002,0.199,-0.023,0.003,0.305,0.089,0.105,0.770,0.509,0.001,0.498,-0.040,0.075,-0.040,0.052,0.027,0.103,0.178,0.150,0.191,0.093,0.070,0.143,0.190,0.111,0.087,0.054,0.072,0.081
581,0.016,0.002,0.200,-0.025,0.003,0.310,0.087,0.107,0.775,0.510,0.001,0.499,-0.040,0.071,-0.043,0.053,0.026,0.103,0.178,0.150,0.192,0.091,0.070,0.142,0.190,0.111,0.087,0.053,0.071,0.080
582,0.016,0.003,0.201,-0.025,0.003,0.312,0.089,0.105,0.772,0.512,0.004,0.503,-0.042,0.075,-0.040,0.052,0.025,0.104,0.180,0.150,0.190,0.090,0.069,0.143,0.191,0.111,0.087,0.052,0.071,0.078
583,0.015,0.002,0.201,-0.029,0.002,0.309,0.084,0.101,0.780,0.513,-0.004,0.503,-0.046,0.075,-0.043,0.050,0.025,0.104,0.178,0.149,0.188,0.087,0.069,0.143,0.190,0.109,0.086,0.049,0.064,0.076
584,0.015,-0.003,0.201,-0.029,0.002,0.305,0.087,0.098,0.780,0.513,-0.003,0.502,-0.051,0.069,-0.050,0.049,0.024,0.102,0.177,0.149,0.189,0.086,0.067,0.142,0.189,0.110,0.086,0.046,0.065,0.075
585,0.015,-0.002,0.202,-0.029,0.002,0.309,0.086,0.101,0.782,0.517,-0.003,0.506,-0.053,0.069,-0.050,0.049,0.023,0.102,0.177,0.148,0.188,0.084,0.065,0.143,0.189,0.110,0.085,0.045,0.063,0.072
586,0.015,0.000,0.203,-0.032,0.001,0.312,0.087,0.101,0.788,0.519,-0.003,0.510,-0.049,0.071,-0.048,0.048,0.023,0.102,0.178,0.149,0.189,0.084,0.065,0.144,0.190,0.111,0.085,0.045,0.061,0.070
587,0.015,0.000,0.204,-0.027,0.001,0.315,0.086,0.105,0.793,0.522,-0.006,0.512,-0.049,0.073,-0.048,0.047,0.023,0.104,0.180,0.149,0.190,0.083,0.065,0.144,0.191,0.111,0.085,0.045,0.061,0.070
588,0.015,-0.002,0.205,-0.034,0.001,0.319,0.086,0.105,0.798,0.525,-0.007,0.516,-0.049,0.075,-0.048,0.047,0.022,0.103,0.180,0.148,0.190,0.082,0.063,0.144,0.191,0.112,0.085,0.044,0.059,0.068
589,0.014,-0.003,0.206,-0.036,0.000,0.315,0.084,0.101,0.803,0.526,-0.007,0.518,-0.053,0.071,-0.053,0.046,0.021,0.103,0.178,0.147,0.190,0.081,0.062,0.144,0.190,0.112,0.084,0.041,0.058,0.065
590,0.014,-0.002,0.208,-0.034,0.001,0.319,0.086,0.103,0.816,0.530,-0.007,0.521,-0.053,0.075,-0.050,0.045,0.021,0.103,0.180,0.147,0.190,0.078,0.061,0.144,0.192,0.112,0.085,0.039,0.056,0.064
591,0.014,-0.002,0.209,-0.036,0.000,0.324,0.086,0.103,0.816,0.532,-0.007,0.525,-0.053,0.071,-0.055,0.045,0.020,0.102,0.180,0.147,0.191,0.077,0.060,0.144,0.192,0.112,0.085,0.038,0.054,0.061
592,0.013,-0.002,0.210,-0.039,0.000,0.329,0.086,0.105,0.829,0.536,-0.009,0.528,-0.055,0.073,-0.055,0.043,0.020,0.102,0.181,0.147,0.192,0.075,0.058,0.145,0.193,0.113,0.085,0.037,0.053,0.060
593,0.014,0.000,0.213,-0.039,0.000,0.331,0.086,0.105,0.836,0.541,-0.009,0.532,-0.053,0.075,-0.053,0.043,0.019,0.102,0.182,0.148,0.192,0.075,0.057,0.146,0.194,0.114,0.085,0.037,0.053,0.059
594,0.013,-0.003,0.214,-0.039,-0.001,0.334,0.087,0.103,0.844,0.546,-0.010,0.536,-0.057,0.073,-0.058,0.042,0.018,0.102,0.181,0.147,0.192,0.072,0.056,0.146,0.194,0.114,0.085,0.036,0.050,0.058
595,0.013,-0.002,0.216,-0.036,-0.001,0.341,0.087,0.107,0.857,0.551,-0.010,0.541,-0.051,0.075,-0.055,0.042,0.018,0.103,0.183,0.148,0.193,0.072,0.056,0.148,0.196,0.115,0.086,0.036,0.050,0.057
596,0.013,-0.002,0.218,-0.039,-0.001,0.342,0.087,0.107,0.867,0.556,-0.010,0.545,-0.057,0.075,-0.053,0.040,0.017,0.103,0.183,0.147,0.194,0.071,0.055,0.148,0.197,0.116,0.086,0.035,0.048,0.054
597,0.013,-0.002,0.220,-0.039,-0.001,0.351,0.089,0.111,0.877,0.562,-0.010,0.551,-0.055,0.077,-0.058,0.040,0.017,0.104,0.184,0.149,0.196,0.068,0.055,0.148,0.199,0.117,0.086,0.032,0.047,0.053
598,0.013,0.000,0.222,-0.039,-0.001,0.353,0.089,0.111,0.888,0.567,-0.010,0.555,-0.057,0.079,-0.055,0.040,0.017,0.104,0.184,0.150,0.197,0.069,0.054,0.149,0.200,0.118,0.087,0.032,0.046,0.053
599,0.012,-0.003,0.224,-0.041,-0.002,0.354,0.086,0.107,0.888,0.570,-0.012,0.559,-0.060,0.077,-0.058,0.039,0.015,0.104,0.184,0.150,0.198,0.066,0.053,0.149,0.200,0.119,0.086,0.030,0.044,0.051
600,0.012,-0.002,0.226,-0.043,-0.002,0.359,0.087,0.114,0.898,0.575,-0.012,0.565,-0.057,0.079,-0.058,0.038,0.016,0.105,0.186,0.152,0.200,0.065,0.053,0.151,0.202,0.120,0.087,0.030,0.044,0.049
601,0.012,-0.002,0.227,-0.041,-0.002,0.368,0.089,0.114,0.906,0.580,-0.013,0.571,-0.057,0.081,-0.058,0.038,0.015,0.105,0.188,0.153,0.201,0.065,0.052,0.151,0.203,0.121,0.088,0.029,0.043,0.048
602,0.013,0.000,0.229,-0.041,-0.002,0.368,0.091,0.116,0.916,0.585,-0.012,0.575,-0.060,0.085,-0.058,0.037,0.015,0.107,0.190,0.153,0.204,0.064,0.051,0.152,0.204,0.123,0.088,0.029,0.043,0.048
603,0.012,0.000,0.230,-0.043,-0.003,0.373,0.091,0.118,0.921,0.587,-0.012,0.579,-0.060,0.085,-0.060,0.037,0.014,0.108,0.192,0.155,0.204,0.061,0.050,0.152,0.205,0.123,0.089,0.028,0.042,0.046
604,0.012,0.000,0.233,-0.045,-0.003,0.378,0.091,0.116,0.934,0.594,-0.013,0.584,-0.062,0.083,-0.060,0.035,0.014,0.109,0.193,0.155,0.205,0.061,0.049,0.153,0.206,0.124,0.089,0.027,0.039,0.045
605,0.012,0.000,0.235,-0.043,-0.003,0.380,0.093,0.118,0.944,0.599,-0.013,0.588,-0.060,0.087,-0.060,0.035,0.013,0.109,0.193,0.156,0.207,0.061,0.049,0.154,0.208,0.124,0.090,0.026,0.039,0.045
606,0.012,0.000,0.236,-0.043,-0.003,0.381,0.093,0.122,0.957,0.604,-0.013,0.593,-0.060,0.089,-0.058,0.034,0.013,0.110,0.195,0.157,0.207,0.060,0.048,0.155,0.209,0.125,0.091,0.025,0.038,0.043
607,0.012,0.002,0.238,-0.043,-0.003,0.388,0.095,0.124,0.965,0.610,-0.013,0.598,-0.060,0.093,-0.058,0.034,0.013,0.111,0.196,0.158,0.208,0.059,0.047,0.155,0.210,0.126,0.091,0.025,0.038,0.043
608,0.011,0.002,0.240,-0.045,-0.004,0.395,0.095,0.125,0.975,0.613,-0.015,0.603,-0.062,0.095,-0.063,0.033,0.011,0.111,0.197,0.158,0.209,0.059,0.046,0.156,0.212,0.127,0.092,0.024,0.035,0.041
609,0.012,0.002,0.242,-0.045,-0.004,0.395,0.097,0.127,0.982,0.616,-0.015,0.608,-0.062,0.095,-0.058,0.033,0.011,0.111,0.199,0.160,0.211,0.057,0.046,0.157,0.213,0.129,0.092,0.024,0.034,0.039
610,0.012,0.003,0.244,-0.045,-0.003,0.400,0.097,0.127,0.995,0.621,-0.016,0.612,-0.060,0.097,-0.060,0.033,0.011,0.112,0.200,0.159,0.213,0.056,0.045,0.158,0.215,0.130,0.092,0.023,0.033,0.039
611,0.011,0.002,0.245,-0.048,-0.005,0.405,0.095,0.125,0.998,0.625,-0.016,0.615,-0.064,0.097,-0.063,0.031,0.010,0.111,0.200,0.160,0.213,0.054,0.044,0.158,0.216,0.131,0.093,0.021,0.033,0.036
612,0.011,0.003,0.246,-0.048,-0.004,0.414,0.099,0.129,1.006,0.630,-0.016,0.617,-0.064,0.099,-0.060,0.031,0.010,0.112,0.201,0.161,0.213,0.053,0.043,0.159,0.217,0.132,0.093,0.021,0.032,0.037
613,0.011,0.003,0.248,-0.045,-0.004,0.415,0.103,0.133,1.018,0.633,-0.016,0.620,-0.064,0.101,-0.060,0.031,0.010,0.112,0.201,0.161,0.215,0.053,0.043,0.160,0.218,0.133,0.094,0.021,0.032,0.036
614,0.011,0.002,0.249,-0.045,-0.005,0.419,0.101,0.131,1.021,0.637,-0.016,0.624,-0.064,0.103,-0.060,0.030,0.009,0.113,0.203,0.162,0.217,0.051,0.042,0.160,0.219,0.134,0.094,0.019,0.030,0.035
615,0.011,0.006,0.250,-0.045,-0.005,0.425,0.106,0.136,1.034,0.640,-0.018,0.626,-0.064,0.107,-0.063,0.030,0.009,0.114,0.203,0.163,0.217,0.051,0.042,0.161,0.220,0.135,0.095,0.019,0.031,0.035
