date,phosphate
2019-09-21,0.0942
2019-09-23,0.0686
2019-09-25,0.0619
2019-09-27,0.0387
2019-09-29,0.0416
2019-10-01,0.078
2019-10-03,0.0343
2019-10-05,0.0233
2019-10-07,0.0
2019-10-09,0.0
2019-10-11,0.038
2019-10-13,0.0878
2019-10-15,0.0355
2019-10-17,0.0212
2019-10-19,0.0327
2019-10-23,0.0113
2019-10-25,0.0424
2019-10-27,0.0153
2019-10-30,0.0436
2019-11-05,0.0
2019-11-07,0.0302
2019-11-08,0.0
2019-11-11,0.0
2019-11-14,0.0634
2019-11-20,0.0622
2019-11-23,0.0357
2019-11-29,0.0244
2019-12-02,0.0
2019-12-05,0.0
2019-12-08,0.1075
2019-12-11,0.0
2019-12-14,0.0
2019-12-17,0.1079
2019-12-20,0.0158
2019-12-23,0.0
2019-12-29,0.0154
2020-01-01,0.0
2020-01-07,0.0
2020-03-30,0.1126
2020-04-07,0.0543
2020-04-17,0.0
2020-04-21,0.0811
2020-04-30,0.0
2020-05-02,0.0
2020-05-04,2.7909
2020-05-06,0.6187
2020-05-12,0.2916
2020-05-14,0.0
2020-05-16,0.0
2020-05-18,0.1592
2020-05-20,0.0
2020-05-22,0.0
2020-05-24,0.0
2020-05-26,0.0
2020-05-28,0.0
2020-05-30,0.0
2020-06-01,0.0
2020-06-03,0.0
2020-06-05,0.0
2020-06-07,0.1535
2020-06-09,0.0
2020-06-11,0.0
2020-06-13,0.0
2020-06-15,0.1491
2020-06-16,0.0
2020-06-18,0.0
2020-06-20,0.0
2020-06-22,0.0
2020-06-24,0.0
2020-06-26,0.0
2020-06-28,0.0
2020-06-30,0.0
2020-07-02,0.0
2020-07-04,0.0
2020-07-06,0.0
2020-07-08,0.0
2020-07-10,0.0
2020-07-12,0.0
2020-07-14,0.0
2020-07-16,0.0
2020-07-18,0.0
2020-07-20,0.0
2020-07-22,0.0
2020-07-24,0.0
2020-07-26,0.0
2020-07-28,0.0
2020-07-30,0.0
2020-08-02,0.0
2020-08-05,0.0
2020-08-07,0.0
2020-08-09,0.0
2020-08-11,0.0
2020-08-13,0.14
2020-08-15,0.0
2020-08-17,0.0
2020-08-19,0.0
2020-08-21,0.0
2020-08-23,0.11
2020-08-25,0.12
2020-08-27,0.0
2020-08-29,0.0
2020-08-31,0.0
2020-09-02,0.0
2020-09-04,0.0887
2020-09-06,0.0931
2020-09-08,0.0549
2020-09-10,0.0
2020-09-12,0.0
2020-09-14,0.0891
2020-09-16,0.0
2020-09-17,0.0
2020-09-19,0.41
2020-09-21,0.16
2020-09-23,0.14
2020-09-25,0.0
2020-09-27,0.0
2020-09-29,0.0
2020-10-01,0.0
2020-10-03,0.0
2020-10-05,0.0
2020-10-07,0.0
2020-10-09,0.11
2020-10-11,0.12
2020-10-13,0.0
2020-10-15,0.0
2020-10-17,0.0
2020-10-19,0.0
2020-10-21,0.0
2020-10-23,0.0
2020-10-25,0.0
2020-10-27,0.0
2020-11-05,0.0
2020-11-08,0.0
2020-11-11,0.0
2020-11-14,0.0
2020-11-17,0.0
2020-11-20,0.0
2020-11-23,0.0
2020-11-26,0.0
2020-11-29,0.0
2020-12-02,0.0
2020-12-05,0.0
2020-12-11,0.0
2020-12-14,0.0
2020-12-17,0.0
2020-12-23,0.0
2020-12-26,0.0
2020-12-29,0.0
2021-01-01,0.0
2021-01-04,0.0
2021-01-07,0.0
2021-01-10,0.0
2021-01-13,0.22
2021-01-14,0.0
2021-01-17,0.0
2021-01-20,0.0
2021-01-23,0.0
2021-01-26,0.0
2021-01-29,0.0
2021-02-01,0.0
2021-02-04,0.0
2021-02-07,0.0
2021-02-10,0.0
2021-02-13,0.0
2021-02-16,0.0
2021-02-19,0.0
2021-02-22,0.0
2021-02-25,0.0
2021-02-28,0.0
2021-03-03,0.0
2021-03-06,0.0
2021-03-09,0.0
2021-03-12,0.0
2021-03-15,0.0
2021-03-18,0.0
2021-03-21,0.29
2021-03-25,0.0
2021-03-28,0.0
2021-03-31,0.0
2021-04-03,0.0
2021-04-06,0.0
2021-04-09,0.0
2021-04-12,0.0
2021-04-15,0.0
2021-04-18,0.0
2021-04-21,0.0
2021-04-24,0.0
2021-04-27,0.0
2021-04-29,0.0
2021-05-01,0.0
2021-05-03,0.0
2021-05-05,0.0
2021-05-07,0.0
2021-05-09,0.0
2021-05-11,0.0
2021-05-13,0.08
2021-05-15,0.12
2021-05-17,0.12
2021-05-19,0.15
2021-05-21,0.0
2021-05-23,0.0
2021-05-25,0.0
2021-05-27,0.0
2021-05-29,0.0
2021-05-31,0.0
2021-06-02,0.0
2021-06-04,0.0
2021-06-06,0.0
2021-06-08,0.0
2021-06-10,0.11
2021-06-12,0.21
2021-06-16,0.07
2021-06-18,0.0
2021-06-20,0.0
2021-06-22,0.0
2021-06-24,0.0
2021-06-26,0.0
2021-06-28,0.07
2021-06-30,0.0
2021-07-02,0.06
2021-07-04,0.04
2021-07-06,0.0
2021-07-08,0.0
2021-07-10,0.04
2021-07-12,0.42
2021-07-14,0.24
2021-07-16,0.0
2021-07-18,0.0
2021-07-20,0.0
2021-07-22,0.0
2021-07-24,0.0
2021-07-26,0.13
2021-07-28,0.28
2021-08-04,0.0
2021-08-06,0.0
2021-08-08,0.0
2021-08-10,0.0
2021-08-12,0.0
2021-08-14,0.0
2021-08-16,0.0
2021-08-18,0.0
2021-08-20,0.0
2021-08-22,0.0
2021-08-25,0.0
2021-08-27,0.0
2021-08-29,0.0
2021-08-31,0.0
2021-09-02,0.0
2021-09-04,0.0
2021-09-06,0.0
2021-09-08,0.0
2021-09-10,0.0
2021-09-12,0.0
2021-09-14,0.0
2021-09-16,0.22
2021-09-18,0.27
2021-09-20,0.4
2021-09-22,0.0
2021-09-24,0.0
2021-09-26,0.0
2021-09-28,0.0
2021-09-30,0.0
2021-10-02,0.0
2021-10-04,0.0
2021-10-06,0.0
2021-10-08,0.17
2021-10-10,0.41
2021-10-11,0.0
2021-10-28,0.0
2021-10-31,0.0
2021-11-03,0.0
2021-11-06,0.0
2021-11-09,0.0
2021-11-12,0.0
2021-11-15,0.0
2021-11-18,0.0
2021-11-21,0.0
2021-11-24,0.0
2021-11-27,0.0
2021-11-30,0.0
2021-12-03,0.0
2021-12-06,0.0
2021-12-09,0.0
2021-12-12,0.0
2021-12-15,0.0
2021-12-18,0.0
2021-12-21,0.0
2021-12-24,0.0
2021-12-27,0.0
2021-12-30,0.0
2022-01-02,0.0
2022-01-05,0.0
2022-01-14,0.0
