run_id,obs_point_id,obs_y,obs_z,obs_time,DIC_obs,Fe_obs,pH_obs,Ca_obs,DIC_mod,Fe_mod,pH_mod,Ca_mod
023,MCP1-5D,60.0,2.5,2019-06-01,0.00422,2.52e-05,7.45,0.00174,0.003107160377345082,4.4674063960515394e-09,7.336598105518966,0.0018088462124681518
023,MCP1-5D,60.0,2.5,2019-06-07,0.00509,1.09e-05,7.44,0.00158,0.0031917592764370054,3.786458024725368e-09,7.3134882258510165,0.001871426227025491
023,MCP1-5D,60.0,2.5,2019-06-14,0.00518,1.76e-05,7.29,0.00169,0.003162415698763614,3.469747767852536e-09,7.3247939665709625,0.0018259661956537122
023,MCP1-5D,60.0,2.5,2019-06-24,0.00517,2.2e-05,7.33,0.00161,0.003011792984451767,2.1425666989112076e-09,7.369181388945682,0.0016842833868331336
023,MCP1-5D,60.0,2.5,2019-07-01,0.00531,2e-05,7.51,0.0017,0.0027912136880704564,1.1547636808017036e-09,7.433921777882887,0.0015288147066665455
023,MCP1-5D,60.0,2.5,2019-07-11,0.00526,7.88e-06,7.33,0.00148,0.0025701827390567896,6.152996005241883e-10,7.508904611255514,0.001343313764648751
023,MCP1-5D,60.0,2.5,2019-07-17,0.0052699999999999995,2.14e-05,7.56,0.00175,0.002537180035343583,8.698426542134079e-10,7.5149097298677425,0.0013380312211969494
023,MCP1-5D,60.0,2.5,2019-07-22,0.00529,8.54e-06,7.3,0.00152,0.0024850262187231195,1.2205495970932153e-09,7.526405104039092,0.0013269446647662126
023,MCP1-5D,60.0,2.5,2019-08-14,0.00467,2.55e-05,7.678,0.00178,0.002674704151207718,3.472431266707004e-09,7.490527608208394,0.0013596774528806838
023,MCP1-5D,60.0,2.5,2019-08-28,0.00456,2.68e-05,7.77,0.00175,0.0026085360492015524,5.655735107340892e-09,7.494640628349171,0.0013867140958132517
023,MCP1-5D,60.0,2.5,2019-09-15,0.00428,2.82e-05,7.6,0.00177,0.002670938154016252,7.191461821607863e-09,7.47799573502655,0.0014211424328661134
023,MCP1-5D,60.0,2.5,2019-09-24,0.00458,2.5e-05,,0.00179,0.0027042992695073534,7.217412478647848e-09,7.465543036185894,0.001457617336105404
024,MCP1-1D,0.5,1.7,2019-06-01,0.00367,6.91e-05,7.45,0.00185,0.0021656737677836733,9.880337289967847e-08,7.522007411624388,0.0015875109740920515
024,MCP1-1D,0.5,1.7,2019-06-24,0.00336,4e-05,7.42,0.00149,0.002081957658732455,2.2853333329889223e-08,7.6142455493769745,0.001276154169395232
024,MCP1-1D,0.5,1.7,2019-07-11,0.00269,3.35e-05,7.25,0.00142,0.001989178183097434,7.647258331095847e-09,7.665289980118383,0.0011628740029790293
024,MCP1-1D,0.5,1.7,2019-07-17,0.00354,3.62e-05,7.5,0.00155,0.001995630463694068,5.324743550196459e-09,7.669640437264344,0.001145011042615048
024,MCP1-1D,0.5,1.7,2019-07-22,0.00376,3.08e-05,6.94,0.00148,0.0020113684639071904,4.007999281017477e-09,7.669070644371438,0.0011372987518551221
024,MCP1-1D,0.5,1.7,2019-08-14,0.00332,8.16e-05,7.157,0.00167,0.001998367634541415,1.1183486203416506e-09,7.6833533851497675,0.0011070847978271977
024,MCP1-1D,0.5,1.7,2019-08-28,0.0032500000000000003,7.98e-05,7.523,0.00163,0.0020047048003753666,6.227224075126532e-10,7.681506934836351,0.0011132186203700817
024,MCP1-1D,0.5,1.7,2019-09-15,0.0034100000000000003,7.56e-05,7.39,0.00169,0.0019923784852091415,3.126905119980083e-10,7.684636029791516,0.001120110146175567
024,MCP1-1D,0.5,1.7,2019-09-24,0.00365,8.55e-05,,0.00178,0.0020022519452664624,2.3781264797619396e-10,7.680557010600429,0.0011308158880043487
024,MCP1-2D,16.0,2.0,2019-06-01,0.00229,0.000105,7.49,0.00106,0.0038429525783499584,2.6717057366922545e-08,7.100759907878247,0.002832278174582108
024,MCP1-2D,16.0,2.0,2019-06-07,0.00267,0.000111,7.48,0.00106,0.0038630600747851683,3.027403279648102e-08,7.10182173383812,0.002805943647187582
024,MCP1-2D,16.0,2.0,2019-06-14,0.0029500000000000004,0.00012,7.29,0.00114,0.003744651694232012,3.26122147839766e-08,7.130332769727956,0.002660372773312369
024,MCP1-2D,16.0,2.0,2019-06-24,0.0030099999999999997,0.000114,7.34,0.00116,0.0034863027070701717,3.340868207353026e-08,7.191856596933372,0.0023891226149745813
024,MCP1-2D,16.0,2.0,2019-07-01,0.0032300000000000002,0.000119,7.13,0.00125,0.0036490954477367997,3.114056295219139e-08,7.163717991236588,0.0024721762426963144
024,MCP1-2D,16.0,2.0,2019-07-11,0.00348,0.000115,7.2,0.00127,0.0036987285899626144,3.295822023383878e-08,7.159969574576338,0.002461589294128082
024,MCP1-2D,16.0,2.0,2019-07-17,,0.00014,7.31,0.00146,0.003865570839212585,3.1087982904277235e-08,7.131872349744017,0.002551178750055722
024,MCP1-2D,16.0,2.0,2019-07-22,0.00417,9.35e-05,6.96,0.00138,0.0040112327924192144,3.062720575999848e-08,7.108373481055917,0.002629700036740874
024,MCP1-2D,16.0,2.0,2019-08-14,0.00367,0.000179,7.667,0.00162,0.004551680062680609,3.390254698687522e-08,7.031538412293773,0.002895240718863563
024,MCP1-2D,16.0,2.0,2019-08-28,0.00394,0.00018,,0.00173,0.004830568920428025,3.821436007436796e-08,6.9975333442005,0.0030134829560775653
024,MCP1-2D,16.0,2.0,2019-09-15,0.0036200000000000004,0.000197,7.34,0.00173,0.005079580503439805,4.7734371877029605e-08,6.971682514204866,0.0030908960682324844
024,MCP1-2D,16.0,2.0,2019-09-24,0.0029900000000000005,0.000169,,0.00146,0.005192993776138393,5.34911110183577e-08,6.96081517527429,0.0031211464367745423
024,MCP1-3D,31.0,2.1,2019-06-01,0.00333,0.000181,7.33,0.00163,0.0036388909706146166,3.656505474981139e-08,7.146361527117354,0.002622861575498733
024,MCP1-3D,31.0,2.1,2019-06-07,0.00369,6.57e-05,7.41,0.0014,0.003494303629809053,6.254720645685477e-08,7.18299079005009,0.002455529814080669
024,MCP1-3D,31.0,2.1,2019-06-14,0.0037400000000000003,0.000157,7.26,0.00161,0.0030352516924212584,5.1538285864128345e-08,7.302353351883427,0.0020241828900227623
024,MCP1-3D,31.0,2.1,2019-06-24,0.00378,0.000141,7.25,0.00155,0.002931843067108602,3.215769317360827e-08,7.337947982608979,0.0018867603344814223
024,MCP1-3D,31.0,2.1,2019-07-01,0.00385,7.71e-05,7.31,0.00146,0.003291247822933248,3.1547213346124486e-08,7.248200657553231,0.0021541065750605858
024,MCP1-3D,31.0,2.1,2019-07-22,0.00394,0.000197,7.03,0.00167,0.003524995447560746,2.867080166046937e-08,7.206230088621166,0.002257075115238374
024,MCP1-3D,31.0,2.1,2019-08-28,,,7.1,,0.004457309303373384,5.0400740700591246e-08,7.054462835395272,0.0027595812453235
024,MCP1-3D,31.0,2.1,2019-09-15,0.00364,0.000163,7.41,0.00162,0.00452558402212774,6.468412177132665e-08,7.05173861222573,0.00273891513783943
024,MCP1-3D,31.0,2.1,2019-09-24,0.00384,0.00019,,0.00168,0.0046224527785821415,6.391838528586107e-08,7.041199167435982,0.002764444906336956
024,MCP1-4D,46.0,2.4,2019-07-17,0.00419,0.000168,,0.00162,0.002627137583049554,1.72137656878356e-08,7.452149755795368,0.0015359750100847947
024,MCP1-5D,60.0,2.5,2019-06-01,0.00422,2.52e-05,7.45,0.00174,0.003107160377345082,4.4674063960515394e-09,7.336598105518966,0.0018088462124681518
024,MCP1-5D,60.0,2.5,2019-06-07,0.00509,1.09e-05,7.44,0.00158,0.0031917592764370054,3.786458024725368e-09,7.3134882258510165,0.001871426227025491
024,MCP1-5D,60.0,2.5,2019-06-14,0.00518,1.76e-05,7.29,0.00169,0.003162415698763614,3.469747767852536e-09,7.3247939665709625,0.0018259661956537122
024,MCP1-5D,60.0,2.5,2019-06-24,0.00517,2.2e-05,7.33,0.00161,0.003011792984451767,2.1425666989112076e-09,7.369181388945682,0.0016842833868331336
024,MCP1-5D,60.0,2.5,2019-07-01,0.00531,2e-05,7.51,0.0017,0.0027912136880704564,1.1547636808017036e-09,7.433921777882887,0.0015288147066665455
024,MCP1-5D,60.0,2.5,2019-07-11,0.00526,7.88e-06,7.33,0.00148,0.0025701827390567896,6.152996005241883e-10,7.508904611255514,0.001343313764648751
024,MCP1-5D,60.0,2.5,2019-07-17,0.0052699999999999995,2.14e-05,7.56,0.00175,0.002537180035343583,8.698426542134079e-10,7.5149097298677425,0.0013380312211969494
024,MCP1-5D,60.0,2.5,2019-07-22,0.00529,8.54e-06,7.3,0.00152,0.0024850262187231195,1.2205495970932153e-09,7.526405104039092,0.0013269446647662126
024,MCP1-5D,60.0,2.5,2019-08-14,0.00467,2.55e-05,7.678,0.00178,0.002674704151207718,3.472431266707004e-09,7.490527608208394,0.0013596774528806838
024,MCP1-5D,60.0,2.5,2019-08-28,0.00456,2.68e-05,7.77,0.00175,0.0026085360492015524,5.655735107340892e-09,7.494640628349171,0.0013867140958132517
024,MCP1-5D,60.0,2.5,2019-09-15,0.00428,2.82e-05,7.6,0.00177,0.002670938154016252,7.191461821607863e-09,7.47799573502655,0.0014211424328661134
024,MCP1-5D,60.0,2.5,2019-09-24,0.00458,2.5e-05,,0.00179,0.0027042992695073534,7.217412478647848e-09,7.465543036185894,0.001457617336105404
025,MCP1-1D,0.5,1.7,2019-06-01,0.00367,6.91e-05,7.45,0.00185,0.0023640862104955715,9.92983070217669e-08,7.46926442941312,0.0016666480804030403
025,MCP1-1D,0.5,1.7,2019-06-24,0.00336,4e-05,7.42,0.00149,0.0022662141136614404,2.3207112154849852e-08,7.558744816887183,0.0013510497657002224
025,MCP1-1D,0.5,1.7,2019-07-11,0.00269,3.35e-05,7.25,0.00142,0.002173081015146683,7.8702052045299e-09,7.6056895264381525,0.0012386081745035748
025,MCP1-1D,0.5,1.7,2019-07-17,0.00354,3.62e-05,7.5,0.00155,0.0021823770412068557,5.508850327886926e-09,7.608867585652437,0.001221990246800201
025,MCP1-1D,0.5,1.7,2019-07-22,0.00376,3.08e-05,6.94,0.00148,0.0022016529697351096,4.165432746432856e-09,7.607344297315462,0.0012157118346673799
025,MCP1-1D,0.5,1.7,2019-08-14,0.00332,8.16e-05,7.157,0.00167,0.002198652408502972,1.267186489770881e-09,7.617385935832259,0.0011898928614727919
025,MCP1-1D,0.5,1.7,2019-08-28,0.0032500000000000003,7.98e-05,7.523,0.00163,0.0022177885259948658,9.265803911433431e-10,7.611881007721651,0.0012012950445901072
025,MCP1-1D,0.5,1.7,2019-09-15,0.0034100000000000003,7.56e-05,7.39,0.00169,0.002208719692122503,8.422084429801488e-10,7.613791798502156,0.0012096624735295778
025,MCP1-1D,0.5,1.7,2019-09-24,0.00365,8.55e-05,,0.00178,0.0022199410665067966,8.784552365399319e-10,7.609774670643065,0.0012208938190019821
025,MCP1-2D,16.0,2.0,2019-06-01,0.00229,0.000105,7.49,0.00106,0.0037288404193616793,0.00022797681641166656,7.154469506311333,0.0026055971493574538
025,MCP1-2D,16.0,2.0,2019-06-07,0.00267,0.000111,7.48,0.00106,0.0037523682498900976,0.0002259607499695789,7.154870743594483,0.0025823232360988177
025,MCP1-2D,16.0,2.0,2019-06-14,0.0029500000000000004,0.00012,7.29,0.00114,0.0036568428628495986,0.00020443778241260787,7.178704288942814,0.0024612879847028674
025,MCP1-2D,16.0,2.0,2019-06-24,0.0030099999999999997,0.000114,7.34,0.00116,0.003453977936275304,0.0001608258451727893,7.227924807713132,0.0022442536487456443
025,MCP1-2D,16.0,2.0,2019-07-01,0.0032300000000000002,0.000119,7.13,0.00125,0.0036151655346465103,0.00017231797032400402,7.2005975084901275,0.0023181619035043304
025,MCP1-2D,16.0,2.0,2019-07-11,0.00348,0.000115,7.2,0.00127,0.003670526075644547,0.00017042920772186848,7.195554078401678,0.002311584356978011
025,MCP1-2D,16.0,2.0,2019-07-17,,0.00014,7.31,0.00146,0.003815998786635957,0.00019207648028883714,7.1730905296585235,0.002377067651263482
025,MCP1-2D,16.0,2.0,2019-07-22,0.00417,9.35e-05,6.96,0.00138,0.003942169905436605,0.00021030181645201852,7.153962946123644,0.00243495667234266
025,MCP1-2D,16.0,2.0,2019-08-14,0.00367,0.000179,7.667,0.00162,0.004418529488613363,0.00027406914302210343,7.089300163027466,0.002632147100400668
025,MCP1-2D,16.0,2.0,2019-08-28,0.00394,0.00018,,0.00173,0.004674303209415483,0.0003046147505256701,7.05910623514137,0.0027215717643379427
025,MCP1-2D,16.0,2.0,2019-09-15,0.0036200000000000004,0.000197,7.34,0.00173,0.004908515510969847,0.0003295987341787357,7.035683223989328,0.002777537142605763
025,MCP1-2D,16.0,2.0,2019-09-24,0.0029900000000000005,0.000169,,0.00146,0.005016683781742676,0.00034068216744193036,7.025709907151543,0.0027988784244172846
025,MCP1-3D,31.0,2.1,2019-06-01,0.00333,0.000181,7.33,0.00163,0.0036058809875547187,0.00017365774967968372,7.181793006115918,0.0024678593887928263
025,MCP1-3D,31.0,2.1,2019-06-07,0.00369,6.57e-05,7.41,0.0014,0.0034985344925217345,0.00014014473928689427,7.208398841150512,0.0023409831568861166
025,MCP1-3D,31.0,2.1,2019-06-14,0.0037400000000000003,0.000157,7.26,0.00161,0.003102298222424608,8.381805844886679e-05,7.308362209408575,0.0019790692395863364
025,MCP1-3D,31.0,2.1,2019-06-24,0.00378,0.000141,7.25,0.00155,0.002995681909406245,8.411404282845355e-05,7.345237118421149,0.0018403778502063199
025,MCP1-3D,31.0,2.1,2019-07-01,0.00385,7.71e-05,7.31,0.00146,0.003314757396407572,0.00012617532382548164,7.270597043423147,0.002057784550848133
025,MCP1-3D,31.0,2.1,2019-07-22,0.00394,0.000197,7.03,0.00167,0.0035380006133696414,0.000145335451900567,7.232998104955597,0.0021418773152206945
025,MCP1-3D,31.0,2.1,2019-08-28,,,7.1,,0.0043912151273352565,0.0002424987582566603,7.100823856051322,0.0025433403038510427
025,MCP1-3D,31.0,2.1,2019-09-15,0.00364,0.000163,7.41,0.00162,0.004465028218369615,0.00024259994254600877,7.097334445008268,0.0025251079583221317
025,MCP1-3D,31.0,2.1,2019-09-24,0.00384,0.00019,,0.00168,0.004556737206243434,0.00025228708823095056,7.088199691875559,0.002542028193656885
025,MCP1-4D,46.0,2.4,2019-07-17,0.00419,0.000168,,0.00162,0.002774737510284763,3.671457733719522e-05,7.427742757001983,0.001562895339904055
025,MCP1-5D,60.0,2.5,2019-06-01,0.00422,2.52e-05,7.45,0.00174,0.003318697512631305,2.884339694526249e-06,7.29690158948219,0.001885634955266291
025,MCP1-5D,60.0,2.5,2019-06-07,0.00509,1.09e-05,7.44,0.00158,0.003400943178450283,3.702444439634016e-06,7.27584896928308,0.0019459570035574593
025,MCP1-5D,60.0,2.5,2019-06-14,0.00518,1.76e-05,7.29,0.00169,0.003376203307541515,4.0481805302708624e-06,7.28573112761428,0.0019022311374668744
025,MCP1-5D,60.0,2.5,2019-06-24,0.00517,2.2e-05,7.33,0.00161,0.0032337905581077456,1.335065555161687e-06,7.324920291536995,0.0017671830664461453
025,MCP1-5D,60.0,2.5,2019-07-01,0.00531,2e-05,7.51,0.0017,0.0030087400127883517,1.02193535555638e-06,7.38570101497319,0.0016121700352785334
025,MCP1-5D,60.0,2.5,2019-07-11,0.00526,7.88e-06,7.33,0.00148,0.002789121471598443,8.105040387298403e-07,7.454222748014634,0.0014293316980881904
025,MCP1-5D,60.0,2.5,2019-07-17,0.0052699999999999995,2.14e-05,7.56,0.00175,0.002754419321341806,1.5359062048947974e-06,7.46028584799176,0.0014229612264973319
025,MCP1-5D,60.0,2.5,2019-07-22,0.00529,8.54e-06,7.3,0.00152,0.002701980181642411,1.6776818650634436e-06,7.470865250243489,0.0014119825337269595
025,MCP1-5D,60.0,2.5,2019-08-14,0.00467,2.55e-05,7.678,0.00178,0.002889373436073886,4.61687148377442e-06,7.439712772252943,0.001440240547501695
025,MCP1-5D,60.0,2.5,2019-08-28,0.00456,2.68e-05,7.77,0.00175,0.002820351286526109,8.628976479164328e-06,7.445235131190226,0.0014630563312671848
025,MCP1-5D,60.0,2.5,2019-09-15,0.00428,2.82e-05,7.6,0.00177,0.0028878397295006427,1.165612533739793e-05,7.429678261737025,0.0014965151029130944
025,MCP1-5D,60.0,2.5,2019-09-24,0.00458,2.5e-05,,0.00179,0.0029247713996373957,1.053597019831171e-05,7.4170614175401175,0.0015350121825409386
026,MCP1-1D,0.5,1.7,2019-06-01,0.00367,6.91e-05,7.45,0.00185,0.0023640862104955715,9.92983070217669e-08,7.46926442941312,0.0016666480804030403
026,MCP1-1D,0.5,1.7,2019-06-24,0.00336,4e-05,7.42,0.00149,0.0022662141136614404,2.3207112154849852e-08,7.558744816887183,0.0013510497657002224
026,MCP1-1D,0.5,1.7,2019-07-11,0.00269,3.35e-05,7.25,0.00142,0.002173081015146683,7.8702052045299e-09,7.6056895264381525,0.0012386081745035748
026,MCP1-1D,0.5,1.7,2019-07-17,0.00354,3.62e-05,7.5,0.00155,0.0021823770412068557,5.508850327886926e-09,7.608867585652437,0.001221990246800201
026,MCP1-1D,0.5,1.7,2019-07-22,0.00376,3.08e-05,6.94,0.00148,0.0022016529697351096,4.165432746432856e-09,7.607344297315462,0.0012157118346673799
026,MCP1-1D,0.5,1.7,2019-08-14,0.00332,8.16e-05,7.157,0.00167,0.002198652408502972,1.267186489770881e-09,7.617385935832259,0.0011898928614727919
026,MCP1-1D,0.5,1.7,2019-08-28,0.0032500000000000003,7.98e-05,7.523,0.00163,0.0022177885259948658,9.265803911433431e-10,7.611881007721651,0.0012012950445901072
026,MCP1-1D,0.5,1.7,2019-09-15,0.0034100000000000003,7.56e-05,7.39,0.00169,0.002208719692122503,8.422084429801488e-10,7.613791798502156,0.0012096624735295778
026,MCP1-1D,0.5,1.7,2019-09-24,0.00365,8.55e-05,,0.00178,0.0022199410665067966,8.784552365399319e-10,7.609774670643065,0.0012208938190019821
026,MCP1-2D,16.0,2.0,2019-06-01,0.00229,0.000105,7.49,0.00106,0.0037288404193616793,0.00022797681641166656,7.154469506311333,0.0026055971493574538
026,MCP1-2D,16.0,2.0,2019-06-07,0.00267,0.000111,7.48,0.00106,0.0037523682498900976,0.0002259607499695789,7.154870743594483,0.0025823232360988177
026,MCP1-2D,16.0,2.0,2019-06-14,0.0029500000000000004,0.00012,7.29,0.00114,0.0036568428628495986,0.00020443778241260787,7.178704288942814,0.0024612879847028674
026,MCP1-2D,16.0,2.0,2019-06-24,0.0030099999999999997,0.000114,7.34,0.00116,0.003453977936275304,0.0001608258451727893,7.227924807713132,0.0022442536487456443
026,MCP1-2D,16.0,2.0,2019-07-01,0.0032300000000000002,0.000119,7.13,0.00125,0.0036151655346465103,0.00017231797032400402,7.2005975084901275,0.0023181619035043304
026,MCP1-2D,16.0,2.0,2019-07-11,0.00348,0.000115,7.2,0.00127,0.003670526075644547,0.00017042920772186848,7.195554078401678,0.002311584356978011
026,MCP1-2D,16.0,2.0,2019-07-17,,0.00014,7.31,0.00146,0.003815998786635957,0.00019207648028883714,7.1730905296585235,0.002377067651263482
026,MCP1-2D,16.0,2.0,2019-07-22,0.00417,9.35e-05,6.96,0.00138,0.003942169905436605,0.00021030181645201852,7.153962946123644,0.00243495667234266
026,MCP1-2D,16.0,2.0,2019-08-14,0.00367,0.000179,7.667,0.00162,0.004418529488613363,0.00027406914302210343,7.089300163027466,0.002632147100400668
026,MCP1-2D,16.0,2.0,2019-08-28,0.00394,0.00018,,0.00173,0.004674303209415483,0.0003046147505256701,7.05910623514137,0.0027215717643379427
026,MCP1-2D,16.0,2.0,2019-09-15,0.0036200000000000004,0.000197,7.34,0.00173,0.004908515510969847,0.0003295987341787357,7.035683223989328,0.002777537142605763
026,MCP1-2D,16.0,2.0,2019-09-24,0.0029900000000000005,0.000169,,0.00146,0.005016683781742676,0.00034068216744193036,7.025709907151543,0.0027988784244172846
026,MCP1-3D,31.0,2.1,2019-06-01,0.00333,0.000181,7.33,0.00163,0.0036058809875547187,0.00017365774967968372,7.181793006115918,0.0024678593887928263
026,MCP1-3D,31.0,2.1,2019-06-07,0.00369,6.57e-05,7.41,0.0014,0.0034985344925217345,0.00014014473928689427,7.208398841150512,0.0023409831568861166
026,MCP1-3D,31.0,2.1,2019-06-14,0.0037400000000000003,0.000157,7.26,0.00161,0.003102298222424608,8.381805844886679e-05,7.308362209408575,0.0019790692395863364
026,MCP1-3D,31.0,2.1,2019-06-24,0.00378,0.000141,7.25,0.00155,0.002995681909406245,8.411404282845355e-05,7.345237118421149,0.0018403778502063199
026,MCP1-3D,31.0,2.1,2019-07-01,0.00385,7.71e-05,7.31,0.00146,0.003314757396407572,0.00012617532382548164,7.270597043423147,0.002057784550848133
026,MCP1-3D,31.0,2.1,2019-07-22,0.00394,0.000197,7.03,0.00167,0.0035380006133696414,0.000145335451900567,7.232998104955597,0.0021418773152206945
026,MCP1-3D,31.0,2.1,2019-08-28,,,7.1,,0.0043912151273352565,0.0002424987582566603,7.100823856051322,0.0025433403038510427
026,MCP1-3D,31.0,2.1,2019-09-15,0.00364,0.000163,7.41,0.00162,0.004465028218369615,0.00024259994254600877,7.097334445008268,0.0025251079583221317
026,MCP1-3D,31.0,2.1,2019-09-24,0.00384,0.00019,,0.00168,0.004556737206243434,0.00025228708823095056,7.088199691875559,0.002542028193656885
026,MCP1-4D,46.0,2.4,2019-07-17,0.00419,0.000168,,0.00162,0.002774737510284763,3.671457733719522e-05,7.427742757001983,0.001562895339904055
026,MCP1-5D,60.0,2.5,2019-06-01,0.00422,2.52e-05,7.45,0.00174,0.003318697512631305,2.884339694526249e-06,7.29690158948219,0.001885634955266291
026,MCP1-5D,60.0,2.5,2019-06-07,0.00509,1.09e-05,7.44,0.00158,0.003400943178450283,3.702444439634016e-06,7.27584896928308,0.0019459570035574593
026,MCP1-5D,60.0,2.5,2019-06-14,0.00518,1.76e-05,7.29,0.00169,0.003376203307541515,4.0481805302708624e-06,7.28573112761428,0.0019022311374668744
026,MCP1-5D,60.0,2.5,2019-06-24,0.00517,2.2e-05,7.33,0.00161,0.0032337905581077456,1.335065555161687e-06,7.324920291536995,0.0017671830664461453
026,MCP1-5D,60.0,2.5,2019-07-01,0.00531,2e-05,7.51,0.0017,0.0030087400127883517,1.02193535555638e-06,7.38570101497319,0.0016121700352785334
026,MCP1-5D,60.0,2.5,2019-07-11,0.00526,7.88e-06,7.33,0.00148,0.002789121471598443,8.105040387298403e-07,7.454222748014634,0.0014293316980881904
026,MCP1-5D,60.0,2.5,2019-07-17,0.0052699999999999995,2.14e-05,7.56,0.00175,0.002754419321341806,1.5359062048947974e-06,7.46028584799176,0.0014229612264973319
026,MCP1-5D,60.0,2.5,2019-07-22,0.00529,8.54e-06,7.3,0.00152,0.002701980181642411,1.6776818650634436e-06,7.470865250243489,0.0014119825337269595
026,MCP1-5D,60.0,2.5,2019-08-14,0.00467,2.55e-05,7.678,0.00178,0.002889373436073886,4.61687148377442e-06,7.439712772252943,0.001440240547501695
026,MCP1-5D,60.0,2.5,2019-08-28,0.00456,2.68e-05,7.77,0.00175,0.002820351286526109,8.628976479164328e-06,7.445235131190226,0.0014630563312671848
026,MCP1-5D,60.0,2.5,2019-09-15,0.00428,2.82e-05,7.6,0.00177,0.0028878397295006427,1.165612533739793e-05,7.429678261737025,0.0014965151029130944
026,MCP1-5D,60.0,2.5,2019-09-24,0.00458,2.5e-05,,0.00179,0.0029247713996373957,1.053597019831171e-05,7.4170614175401175,0.0015350121825409386
027,MCP1-1D,0.5,1.7,2019-06-01,0.00367,6.91e-05,7.45,0.00185,0.0023624901154100457,9.929997848084619e-08,7.469553709946912,0.001666577427961205
027,MCP1-1D,0.5,1.7,2019-06-24,0.00336,4e-05,7.42,0.00149,0.0022647171506119624,2.3209192156442516e-08,7.559040105599168,0.0013509605506851641
027,MCP1-1D,0.5,1.7,2019-07-11,0.00269,3.35e-05,7.25,0.00142,0.0021720191849149027,7.871805750237428e-09,7.605912775361833,0.0012385339522070751
027,MCP1-1D,0.5,1.7,2019-07-17,0.00354,3.62e-05,7.5,0.00155,0.0021814073141183093,5.5102231063047435e-09,7.609070803137788,0.0012219236150356285
027,MCP1-1D,0.5,1.7,2019-07-22,0.00376,3.08e-05,6.94,0.00148,0.0022007116650190305,4.166636412178472e-09,7.607539969364755,0.0012156474994986914
027,MCP1-1D,0.5,1.7,2019-08-14,0.00332,8.16e-05,7.157,0.00167,0.0021978713268545674,1.26811802555242e-09,7.617549602897601,0.0011898377056281785
027,MCP1-1D,0.5,1.7,2019-08-28,0.0032500000000000003,7.98e-05,7.523,0.00163,0.00221700129525203,9.280264009562723e-10,7.6120442880132675,0.0012012397961911165
027,MCP1-1D,0.5,1.7,2019-09-15,0.0034100000000000003,7.56e-05,7.39,0.00169,0.0022080528362767946,8.441488537350021e-10,7.613931105140997,0.001209613618184918
027,MCP1-1D,0.5,1.7,2019-09-24,0.00365,8.55e-05,,0.00178,0.0022193829789104954,8.805409468734794e-10,7.609890641840161,0.0012208524794344818
027,MCP1-2D,16.0,2.0,2019-06-01,0.00229,0.000105,7.49,0.00106,0.0037285241845827054,0.00022803031278794664,7.154515055743375,0.002605531126767857
027,MCP1-2D,16.0,2.0,2019-06-07,0.00267,0.000111,7.48,0.00106,0.0037519686192193707,0.00022602900457586867,7.154928009597494,0.002582241746433632
027,MCP1-2D,16.0,2.0,2019-06-14,0.0029500000000000004,0.00012,7.29,0.00114,0.0036563419885456577,0.00020451201675979346,7.17877485648153,0.00246119955050126
027,MCP1-2D,16.0,2.0,2019-06-24,0.0030099999999999997,0.000114,7.34,0.00116,0.0034531857459586764,0.00016088161270560726,7.228030112007513,0.0022441834161392453
027,MCP1-2D,16.0,2.0,2019-07-01,0.0032300000000000002,0.000119,7.13,0.00125,0.003614265240597407,0.00017237436496459382,7.200709449014882,0.002318092452003752
027,MCP1-2D,16.0,2.0,2019-07-11,0.00348,0.000115,7.2,0.00127,0.003669638823569595,0.0001704871513186302,7.195663708387324,0.0023115116029420227
027,MCP1-2D,16.0,2.0,2019-07-17,,0.00014,7.31,0.00146,0.003815157037435027,0.00019214969877710694,7.173194358939058,0.002376980713008713
027,MCP1-2D,16.0,2.0,2019-07-22,0.00417,9.35e-05,6.96,0.00138,0.003941377890297755,0.00021038081659532825,7.154059174611095,0.0024348661183188113
027,MCP1-2D,16.0,2.0,2019-08-14,0.00367,0.000179,7.667,0.00162,0.0044179766295644575,0.0002741331601490481,7.089360928832451,0.0026320782140884288
027,MCP1-2D,16.0,2.0,2019-08-28,0.00394,0.00018,,0.00173,0.0046738760310698875,0.00030465949995153176,7.059149608746644,0.0027215239495766296
027,MCP1-2D,16.0,2.0,2019-09-15,0.0036200000000000004,0.000197,7.34,0.00173,0.004908158710141305,0.00032962825823424946,7.035716234843249,0.0027775063162952525
027,MCP1-2D,16.0,2.0,2019-09-24,0.0029900000000000005,0.000169,,0.00146,0.005016357586499638,0.00034070358403822775,7.025738403828915,0.0027988565309208045
027,MCP1-3D,31.0,2.1,2019-06-01,0.00333,0.000181,7.33,0.00163,0.0036056169480185585,0.00017369098932446886,7.18183019479806,0.002467812872546358
027,MCP1-3D,31.0,2.1,2019-06-07,0.00369,6.57e-05,7.41,0.0014,0.0034981111411671786,0.00014018568874236148,7.208457429456447,0.002340925754333435
027,MCP1-3D,31.0,2.1,2019-06-14,0.0037400000000000003,0.000157,7.26,0.00161,0.0031019160282322014,8.385226199945961e-05,7.308423632578558,0.001979013182607843
027,MCP1-3D,31.0,2.1,2019-06-24,0.00378,0.000141,7.25,0.00155,0.0029952774796120516,8.415508402882209e-05,7.345307312375947,0.001840310254814977
